Original_Dialect,MSA_conversion
لازم الامن للأسف والا يريشوهم الرواسا تاعنا المتحورون .حاشا الناس المتخلقة .,للأسف، يجب توفير الأمن لهم، وإلا سيتعرضون للسرقة من قبل بعض المسؤولين الفاسدين. ولكن هناك بالتأكيد أشخاص محترمون.
لخطرش نتوما تاع سياحة,لأنكم تعملون في مجال السياحة.
هوما عندهم الأمن بلا رجال الأمن,"هؤلاء لديهم الأمن دون الحاجة إلى رجال الأمن.


"
في الجزائر يتم إختطاف الحافلة وسائقها وركابها في ظروف غامضة,في الجزائر، يتم اختطاف الحافلات مع سائقيها وركابها في ظروف غامضة.
الجزائر في السياحة مكانش و زيد مصنفة من اخطر بلدان ولا راك حاب روسيا تشبعنا صفعة ؟ وبلا هذ الشئ قوم مخلوعين من لي جاو ونتوما تعسوا فيهم مرضتونا وفد سياحي قال وفد سياحي ، حكلينا على البطاطا لي في النشرة دير 40 دج وبرا 120 دج حكلينا على البطالة ولا جامي شفتوا سياح ؟,الجزائر ليست وجهة سياحية، بل هي مصنفة من أخطر البلدان. هل تريد أن تضعنا روسيا في موقف محرج؟ حتى قبل هذا، لدينا أشخاص خائفون من السياح، وأنتم تسيئون معاملتهم. وفد سياحي، هل تتحدثون عن وفد سياحي؟ أخبرونا عن البطاطا التي تباع بـ 40 دينار في النشرة، بينما سعرها في السوق 120 دينار. تحدثوا عن البطالة، أم أنكم لم تشاهدوا سياحاً من قبل؟
خاطر عندنا شعب مخلوع جامي شاف سياح و عندنا خرين ماش متربيين يقدرو يروحو يسرقوهم ولا يتبلاوهم,لأن لدينا أشخاصاً خائفين لم يعتادوا على رؤية السياح، ولدينا آخرون غير مهذبين قد يسرقونهم أو يختلقون المشاكل معهم.
دك حنا مفهمناش,هنا تكمن المشكلة، نحن لا نفهم.
الدولة التي تكرم السياح بالأكل والمبيت من خزينتها وتتفنن في إهانة شعبها ليست بدولة ...,الدولة التي تكرم السياح بالطعام والإقامة من خزينتها، وتتفنن في إهانة شعبها، ليست بدولة حقيقية.
راهم يقولو بلي هذو رجال أعمال وصحافيين ومدراء وكلات سياحية، والهدف من هذا إعطاء إنطباع جيد عن الجزائر من أجل إستقطاب السياح,يقولون إن هؤلاء رجال أعمال وصحفيين ومديري وكالات سياحية، والهدف هو إعطاء انطباع جيد عن الجزائر لجذب السياح.
اذا انت جزائري و ملي تخرج و انت تدعي في ربي باه تولي بخير. حاب سياح مايصراولهم والو؟ يعني منك صح راك تسقسي؟,إذا كنت جزائرياً، فستدعو الله أن تكون بخير. هل تريد أن لا يصيب السياح أي مكروه؟ هل تسأل بجدية؟
عادي ماتنساش بلي السيد راح يطفي النار حرقوه,لا تنسَ أن الشخص الذي يطفئ النار قد يُحرق.
الواحد راه جزائري و ماشي ضامن روحو فهاذ البلاد و باغي تضمن الروسية ، راك عايش مع وحوش ماشي عباد و خير دليل جمال بن سماعيل ربي يرحمو,الجزائري لا يشعر بالأمان في بلده، ويريد أن يضمن سلامة السياح الروس. نحن نعيش مع وحوش، وليس مع بشر، ومثال ذلك ما حدث مع جمال بن سماعيل، رحمه الله.
ويلي لفت انتباهي الاعلام الذي ركز على كل خطواتهم وكأن الجزائر منذ نشأتها اول مرة يدخلها سياح..تحير,ما لفت انتباهي هو تركيز الإعلام على كل تحركاتهم، وكأن الجزائر لم تشهد دخول سياح من قبل! إنه أمر محير.
كل السياح في الجزائر يحضون بمرافقة أمنية مهما كانت جنسيتهم و هذا بسبب تصنيفات المنظمات المافياوية التي تتحكم في السياحة في العالم حيث تصنف الجزائر من ضمن الوجهات السياحية لكنها قد تشكل خطر على الأجانب,جميع السياح في الجزائر يحظون بمرافقة أمنية، بغض النظر عن جنسيتهم، وذلك بسبب التصنيفات الصادرة عن المنظمات المافياوية التي تتحكم في السياحة العالمية، حيث تصنف الجزائر كوجهة سياحية قد تشكل خطراً على الأجانب.
في بلادهم المسؤولين يمشون بدون حراسة والشعب من يحميهم حنا لعكس المسؤولين خايفين من الشعب وأموال الشعب من تحميهم.,في بلادهم، المسؤولون لا يحتاجون إلى حراسة، والشعب هو من يحميهم. أما عندنا، فالمسؤولون يخافون من الشعب، وأموال الشعب هي من تحميهم.
حنا في حي المتواجد فيه كنيسة السيدة الإفريقية كاين سياح اجانب يجوزو على الحومة على رجليهم و واحد ما يهدر معاهم و السياح على لعام يجو للكنيسة وواحد ما يدنى ليهم و لا يتعدى عليهم بالعكس,في حي كنيسة السيدة الإفريقية، هناك سياح أجانب يتجولون في الحي سيراً على الأقدام، ولا أحد يتحدث إليهم. يأتون إلى الكنيسة طوال العام، ولا أحد يضايقهم أو يعتدي عليهم، بل على العكس.
هناك الجزائر و كوريا الشمالية التي تنقل السياح تحت حراسة امنية,في الجزائر وكوريا الشمالية، يتم نقل السياح تحت حراسة أمنية.
علابالهم أنه بغض النظر عن احتمال سقوطهم في حفرة، في بئر، تنقلب بهم السيارة في دودان قد الجمل،.....الخ قادر يخرجوا هاتف او آلة تصوير ما يلقاوهاش، قادر يشروا الماء ب 300 دج القرعة ، ياكلوا لحم بغبرة الجثث، بلا ما نحكوا على الزوالي مسكين لي يتحرش بالروسية…,هم يعلمون أنه بغض النظر عن احتمالية سقوطهم في حفرة أو بئر، أو انقلاب سيارتهم في منحدرات خطيرة، أو فقدان هواتفهم أو كاميراتهم، أو شراء الماء بـ 300 دينار للزجاجة، أو تناول لحم ملوث، أو حتى تعرض السائحة الروسية للتحرش، فإنهم...
موش غير هوما فقط مرة نشفى عليها جاو السياح في الشرق و الدنيا فاضت و الشرطة مدايرة سيركيلاسيون يعڨبوا فيهم,ليسوا الوحيدين، ففي الشرق، عندما يأتي السياح، تفيض الدنيا بالشرطة الذين يطوقون المنطقة لمراقبتهم.
لأنو علابالهم بلي الشعب هذا مكاش معاه السياحة، ملهوفين و مايحشموش (حاشا لي مايستهلش لكن الأغلبية هكذا ),لأنهم يعلمون أن هذا الشعب لا يتناسب مع السياحة، فهم جشعون ولا يخجلون (باستثناء من لا يستحق ذلك، ولكن الأغلبية هكذا).
الدولة ما عندهاش ثقة في الشعب,الدولة لا تثق في شعبها.
"هذا بين بلي ما عندناش في البلاد ويغير نظرة السياح للأسف ,وجهت نظري فقط",هذا يدل على أننا لا نملك شيئاً في هذا البلد، وقد يغير نظرة السياح للأسف، هذا مجرد رأيي الشخصي.
هؤلاء جواسيس وليسو سياح أنا متأكدة ومع ذلك فإن بعد الضن اتم,هؤلاء جواسيس وليسوا سياحاً، أنا متأكدة. ولكن بعد الظن يأتي اليقين.
لا تستغرب، تتنقل شخصية واحدة من إقامتها إلى المطار على الساعة الواحدة زوالا فيتم نشر مئات أفراد الشرطة أو الحرس الجمهوري منذ الساعة السابعة صباحا على طول الطريق تحت أشعة الشمس الحارة كل مائة متر واقف مسكين و كأن القدر يقول أنه كان يجب أن يولد كل هؤلاء …,لا تستغرب، فشخصية واحدة تنتقل من إقامتها إلى المطار في الواحدة ظهراً، يتم نشر مئات من الشرطة أو الحرس الجمهوري منذ السابعة صباحاً على طول الطريق تحت أشعة الشمس الحارقة، كل مائة متر يقف شخص مسكين، وكأن القدر يقول أنه كان يجب أن يولد كل هؤلاء...
سياحة؟!... حنا اهل البقعة ونمشي ونترقب تحكيو على السياح,سياحة؟! نحن أهل البلد ونتجول ونراقب، وتتحدثون عن السياح!
هدو ما يعتابروش سياح كاش ما عندك سياحة هادو ضياف جاو ياكلو الزفيطي و يروحو,هؤلاء لا يعتبرون سياحاً، إذا لم يكن لديك سياحة، فهم ضيوف جاؤوا ليأكلوا الزفيطي ويرحلوا.
رسالة و صورة غير جيدة عنا و عن بلادنا مفادها غياب الامن و حتى التغطية الاعلامية لهم غير مفهومة,هذه رسالة وصورة سيئة عنا وعن بلادنا، مفادها غياب الأمن، وحتى التغطية الإعلامية لهم غير مفهومة.
هذا بروتوكول خاص بأي شخص يحمل الجنسية الروسية معمول به منذ وقت طويل مهما كانت صفته عند دخوله الجزائر، بحيث يحظى بمرافقة جهاز الأمن له كل مدة إقامته إلا إذا طلب تنحي الحماية له وهذا يعد مرافقته من المطار إلى إقامته وهذا ليس بجديد.,هذا بروتوكول خاص بأي شخص يحمل الجنسية الروسية، معمول به منذ وقت طويل، بغض النظر عن صفته، حيث يتم مرافقته من قبل جهاز الأمن طوال فترة إقامته في الجزائر، ما لم يطلب إزالة الحماية. وهذا ليس بالأمر الجديد.
مثلا هل أنت ضامنهم بأن لا يحدث لهم مكروه في بلد هو خطوات الأولى لي سياحة خارجية ...... يجب علينا غرس ثقافة سياح اجانب و ساضمن لك بعد وقت يصبح سياح اجانب يدورو بدون رجال الأمن إن شاء الله,على سبيل المثال، هل تضمن سلامتهم من أي مكروه في بلد يخطو خطواته الأولى في السياحة الخارجية؟ يجب علينا غرس ثقافة استقبال السياح الأجانب، وأعدك أنه مع الوقت، سيصبح بإمكان السياح الأجانب التجول دون حراسة أمنية، إن شاء الله.
ياربي وفد سياحي ماشي سياح عادين كل واحد فيهم عندو وكالة سياحية لزم يديرولهم هكذا باش كي يروحو لبلادهم يروجو للسياحة في الجزائر باش تنتعش السياحة شوية هدو في بلادهم يخرجو فاليل عادي بصح في بلادنا لكان خرجو وحدهم في الليل وخاصة في هذي الطريق الميناء وجني…,يا رب، إنه وفد سياحي وليس سياحاً عاديين، كل منهم يملك وكالة سياحية، ويجب أن يتم التعامل معهم بشكل خاص، حتى يقوموا بالترويج للسياحة في الجزائر عند عودتهم إلى بلادهم. في بلادهم، يمكنهم التجول ليلاً دون خوف، لكن في بلادنا، إذا خرجوا وحدهم في الليل، خاصة في طريق الميناء وجني...
التغيير يبدأ تدريجيا إن كان من ناحية الحكومة أو الشعب.,التغيير يبدأ تدريجياً، سواء من الحكومة أو الشعب.
جمال رحمة الله عليه راح يطفئ النار حرقوه,جمال، رحمه الله، ذهب ليطفئ النار، فتم حرقه.
وفد سياحي جاء للترويج للسياحة في الجزائر اي بعثة رسمية ليس كسياح عاديين وجب التفرقة...,وفد سياحي جاء للترويج للسياحة في الجزائر، أي بعثة رسمية، وليسوا سياحاً عاديين، يجب التفريق.
لأن الجزائر تخطو خطواتها الأولى في السياحة الدولية و أي غلطة ستدمر كل شيء,لأن الجزائر تخطو خطواتها الأولى في السياحة الدولية، وأي خطأ قد يدمر كل شيء.
كاين لي راهم حابين يصيدو ف المياه العكرة دونك عندها الحق دولة باش متعطيهمش فرصة يخلقولها مشكل وحدوخر,هناك من يريد الصيد في الماء العكر، لذلك من حق الدولة أن لا تعطيهم فرصة لإحداث مشاكل.
خاطر رانا عايش في غابة,لأننا نعيش في غابة.
لان الجزائر ليست بلد سياحي ليس لفقر الخدمات و لكن لعقلية و معاملة بعض الفئة التي تمثل شعب الله المختار ...والدليل مرة انا و صديقي اجنبي دخلنا معلم سياحي في وسط مدينة جزائرية من أجمل المدن ...قابلنا شخص يعمل هناك ...وين تسكنو وعلاش دخلتو ...المهم من يومها غيرنا الوجهة,الجزائر ليست بلداً سياحياً، ليس بسبب فقر الخدمات، ولكن بسبب عقلية ومعاملة بعض الفئات التي تعتبر نفسها شعب الله المختار. والدليل أنه في إحدى المرات، أنا وصديقي الأجنبي، دخلنا معلماً سياحياً في وسط مدينة جزائرية من أجمل المدن، قابلنا شخصاً يعمل هناك، سألنا عن مكان إقامتنا ولماذا أتينا. ومن يومها، غيرنا وجهتنا.
الرذاءة في كل شي ....الله المستعان,الرداءة في كل شيء، الله المستعان.
الجزائريين في بلادهم و يتمشاو خايفين فما بالك الروس ههه الي فينا يكفينا يا خويا ما خصناش ازمات دبلوماسية اضافية,الجزائريون في بلادهم يتجولون خائفين، فكيف بالروس؟ ما فينا يكفينا، لا نريد أزمات دبلوماسية إضافية.
هدوك راهم مخلصين عند القنصلية باش تتوفر ليهم الحماية,هؤلاء يتقاضون أجراً من القنصلية لتوفير الحماية لهم.
هذا دليل على ان البلد غير سياحي,هذا دليل على أن البلد غير سياحي.
نهار تتبدل عقلية الجزائري وتتعود على رؤية الأجانب يرحمها ربي,عندما تتغير عقلية الجزائري ويتعود على رؤية الأجانب، سيرحمها الله.
وحد النهار كنا قاعدين في الشريعة (البليدة ) جاو السياح الروس مع رجال الأمن هادوك الرجال ال/ز/وا/م/ل حاوزونا باش يقعدوا الشواكر في بلاصتنا,في أحد الأيام، كنا جالسين في الشريعة (البليدة)، جاء السياح الروس مع رجال الأمن، قام هؤلاء الرجال بإبعادنا حتى يجلس السياح في أماكننا.
متأثرا بطعنات الغدر توفي الشاب ليلة الأمس ابن حي الابطال بعد اعتداء من قبل مجموعة من الأشخاص حاولوا سرقته مع العلم انه من دوي الاحتياجات الخاصة رحم الله الاخ و الفقيد ... حسبنا الله و نعم الوكيل,متأثراً بطعنات الغدر، توفي الشاب ليلة أمس، ابن حي الأبطال، بعد اعتداء من قبل مجموعة من الأشخاص حاولوا سرقته، وهو من ذوي الاحتياجات الخاصة. رحم الله الفقيد، حسبنا الله ونعم الوكيل.
شيء مزعج، صورهم تملأ الصفحات و كأننا مخلوعين بحفنة أجانب، جاو مرحبا بصح ماش هك... زيد المرافقة الامنية الدائمة التي ستؤكد الصورة النمطية السائدة عن الجزائر ؤ بأنه بلد غير امن ( لحذاقة بزاف تاع مسؤولينا خلاتهم يديروا ترويج عكسي لوجهة الجزائر) ، و اللي م…,أمر مزعج، صورهم تملأ الصفحات وكأننا خائفون من حفنة أجانب. أهلاً وسهلاً بهم، لكن ليس بهذه الطريقة. بالإضافة إلى المرافقة الأمنية الدائمة التي ستؤكد الصورة النمطية السائدة عن الجزائر بأنها بلد غير آمن. (حذاقة مسؤولينا جعلتهم يقومون بالترويج العكسي للجزائر).
الغلطة في الناس لي تبع فيهم و رجعتهم موثرين و الله حاشا نعمة ربي,الخطأ في الأشخاص الذين يتبعونهم ويجعلونهم مؤثرين، حاشا نعمة الله.
أي كي نتوم كي السياحة كي الجزائر صنف فريد حاشا البعض، اتفق العرب على ان لا يتفقوا سلام,الجزائر والسياحة، صنف فريد، حاشا البعض. اتفق العرب على ألا يتفقوا.
جماعة تع كورونا خاوة خاوة ذرك يطيحولنا بعقلية اروبية,جماعة كورونا إخوة، والآن يريدون أن يفرضوا علينا عقلية أوروبية.
هذا محتكر صغير و المحتكرين الكبار تعرفهم ولا لا,هذا محتكر صغير، هل تعرف المحتكرين الكبار أم لا؟
من جهة عندها الحق سورتو تخريب مواقع الاثرية هذي أكبر جريمة في حق الجزائر,من جهة، هي محقة، خاصة في ما يتعلق بتخريب المواقع الأثرية، فهذه جريمة كبرى في حق الجزائر.
عندها الحق,هي محقة.
كل واحد يروح وين يحب او يدير واش يحب فبلادو نص لي انفليونسوز باش مانقولش ڨاع طلعو بلعرا تعري شوية تجيب بيبلييك أو لي ماطلعتش بلعرا تطلع بلميكاب أو طليب اعطيني باطة غوجالاف ونديرلك بيب للحانوت كون تضرب عليها تلقاها دارت بيب لكاش اجونص أو داوها معاهم كفارت ذنوب,كل شخص حر في الذهاب إلى حيث يشاء والقيام بما يريد في بلده. نصف من يدعون التأثر بالغرب، إن لم أقل كلهم، يتصرفون بوقاحة، بعضهم يبحث عن الشهرة، والبعض الآخر يطلب المال.
و زيد مجموعة درتها بسومة أقل بلبزاف من تاع انستغراموز علابيها راهي تتهجم عليهم,بالإضافة إلى ذلك، هناك مجموعة تقدم خدماتها بسعر أقل بكثير من أسعار إنستغرام، لذلك تتعرض للهجوم.
في قلوبهم مرض فزادهم الله مرضا,في قلوبهم مرض، فزادهم الله مرضاً.
شكون هدي ؟؟,من هي هذه؟
علاش الصحرا باسمها ولا باسم اي واحد,لماذا الصحراء باسمها أو باسم أي شخص آخر؟
يا احبة على لي كومنتار تاع لكعب,يا أحبة، ما رأيكم في هذا التعليق؟
خلاص انتوما احكموا صحراء و حنا لبحر,دعونا نتفق، أنتم خذوا الصحراء ونحن سنأخذ البحر.
مافهمت والو,لم أفهم شيئاً.
اعرضوها مسكينة,مسكينة، تعرضوها للبيع.
القوة الضاربة,القوة الضاربة.
يي هاذي متغيضكش دوك تسكت رايحين رايحين مزال سوق النسا,يا إلهي، هذا التعليق سيغضبك، لكنهم سيذهبون، سيذهبون، لا يزال هناك سوق النساء.
الصحراء أرض ربي واسعة يروح لي يبغي ا سيدي خلو الناس طرونكيل غي يديروه تحدي لي يشوفوه يكتب كيما حبيبنا نتاع mco ينهوه ولي يوسخ يرفد زبله وصايي مانديروش منها قصة ألف ليلة و ليلة حمشوابين و,الصحراء أرض واسعة، فليذهب من يريد، دعوا الناس وشأنهم، إنها مجرد تحدٍ، من يراها يكتب عنها مثل صديقنا من mco، ومن يترك أثراً سيئاً فليحمل قمامته. لا داعي لجعلها قصة ألف ليلة وليلة.
عندها الحق شعبنا بعيد بسنوات على السياحة وليست كما تتصورون مهمة صعبة,هي محقة، شعبنا بعيد بسنوات عن السياحة، وليست مهمة صعبة كما تتخيلون.
كون جيت منكم نروحوا كل و نستمتع بوقتي و نضف المكان لي راح تقعدو فيه و تلقنوها درس لا ينسا,لو كنت مكانكم، لذهبت واستمتعت بوقتي، ونظفت المكان الذي ستبقون فيه، وعلموهم درساً لا ينسى.
صحراء تبقى عذراء خمي على روحك,دعوا الصحراء عذراء، اهتموا بأنفسكم.
عدا الأسلوب العدائي فالكلام ، المضمون صحيح,بغض النظر عن الأسلوب العدائي، فإن المضمون صحيح.
لانو السعر الي يخدموا بيه هذه المجموعة في متناول المواطن البسيط .. اما الوكالات الي معجبتهاش الفكرة تخدم باسعار خيالية,لأن السعر الذي تقدمه هذه المجموعة في متناول المواطن البسيط، بينما الوكالات الأخرى تقدم أسعاراً خيالية.
نورمال قلها ضك شوية و توالفي .. غاضها الحال كي حطو سعر اقل من سعرها,قولي لها، اصبري قليلاً وستعتادين على الأمر. يبدو أنها غاضبة لأنهم وضعوا سعراً أقل من سعرها.
يا زكارة دي لي زابوني قع أيا، غدوة نلم لبقاج,يا حسرة على الزبائن الذين فقدتهم، غداً سأجمع أغراضي وأرحل.
عوض ان يشجعوا سكان المنطقة على حسن الاستقبال و الترحيب و كشما ينافيڤو معا لي راهم جايين كأصحاب الصناعات و الالبسة التقليدية و العديد من النشاطات الاخرى كمصدر دخل مهم لهم، راهم يحرضوا فيهم باش يحاوزو السياح و يروحو ليها غير هوما قرعة ماء ما يشروهاش,بدلاً من تشجيع سكان المنطقة على حسن الاستقبال والترحيب، والتفاعل مع أصحاب الصناعات والألبسة التقليدية وغيرها من الأنشطة كمصدر دخل مهم لهم، فهم يحرضونهم على طرد السياح والاستحواذ على المكان.
عندها الحق,هي محقة.
شحال سعر الرحلة؟,كم سعر الرحلة؟
أنا لي ما نفهمهاش كيفاش الصحراء تحوسو فيها !! أنا لا أحب إلا الغابات و التخييم اليلي أمام البرك و المحيطات !,أنا لا أفهم كيف يمكن التجول في الصحراء! أنا أحب الغابات والتخييم الليلي أمام البرك والمحيطات.
غاضها النقا اني حاسة بيها واش تقصد,أشعر أنها غاضبة، وأفهم ما تقصده.
من هذه التعليقات نفهم أننا بعيدون بسنوات ضوئية عن الثقافة السياحية.,من هذه التعليقات، نفهم أننا بعيدون بسنوات ضوئية عن الثقافة السياحية.
حنا الرايس قالنا اخراااا وين حبيت وهي تقولى ماتروحوش للصحراء تحسب راح نقعدو فالصالون تاع دارهم,نحن الرايس قال لنا اذهبوا أينما تريدون، وهي تقول لا تذهبوا إلى الصحراء، هل تظن أننا سنبقى في صالون منزلهم؟
مرض القلوب و الحسد في هاذ لبلاد منتشر كثر ملكو رونا,مرض القلوب والحسد منتشر في هذا البلد أكثر مما نتخيل.
الحسد يجول في الأفق ، العصابة هي الشعب نبغو ولا نكرهو، كل يوم نكتشفو عصابة جديدة.,الحسد في كل مكان العصابة هي الشعب، نحبهم أو نكرههم، كل يوم نكتشف عصابة جديدة.
عندها الحق انا نسكن في صحراء وضرك راه وقت سياحة ورانا نشوفوهم يجو يحوسو والله اغلبهم همج حاشا البعض يرمو زبلهم ماينظفوش وراهم و ويرمو قارورات كحول في الارض يخلو نار شاعلة وزيد يكتبو اسماواتهم ويحفروها في اثارعندها مئات السنين بلا مانحكو حوادث السير لي …,هي محقة، أنا أسكن في الصحراء، والآن هو وقت السياحة، ونرى السياح يأتون ويتجولون، ومعظمهم همج، حاشا البعض، يرمون قمامتهم ولا ينظفون وراءهم، ويرمون زجاجات الكحول على الأرض ويتركون النار مشتعلة، ويكتبون أسماءهم ويحفرونها على الآثار التي تعود لمئات السنين، بالإضافة إلى حوادث السير التي...
في كثير من الأحيان لا يجب ان نعطي الأشياء اكثر من قدرها، راكم درتولها اشهارات في صفحتكم ومجموعة 1001 سياحة بصفر مجهود يا خويا هادو هوما و الجرو الجيعان كيفكيف، عطوها طريحة نهودو لصحراء بصفر خطأ باذن الله,في كثير من الأحيان، لا يجب أن نعطي الأمور أكثر من حجمها. لقد جعلتم منها إعلانات في صفحتكم ومجموعة 1001 سياحة دون أي مجهود. يا أخي، هؤلاء مثل الكلب الجائع، أعطوهم درساً قاسياً واذهبوا إلى الصحراء دون أخطاء، إن شاء الله.
انت انسان بعيد عن الموضعوية، علابالنا كامل بلي عندنا الحق، متتهجمش على شخصها على خاطر قاستلك مصالحك، اهدر على فكرتها و جيب حجج عندها معنى.,أنت شخص غير موضوعي، نحن نعلم أننا على حق، لا تهاجم شخصها لأنها أضرت بمصالحك، ناقش فكرتها وقدم حججاً منطقية.
عندها الحق. هادوك ال180 لي يروحو 20 ولا 30 فيهم يصلحوا و مربيين و الباقي روح نتا رفد زبل لي يخلوه لتم بصح الاثار كي يكتبوا عليهم حمارة+حمارة= هاداك مع الاسف متقدرش تنحيه. 180 عدد كبير صعب تسييره و مراقبته.,هي محقة، هؤلاء الـ 180 شخصاً الذين سيذهبون، 20 أو 30 منهم جيدون ومؤدبون، والباقي عليك أنت أن تحمل قمامتهم. بالنسبة للكتابة على الآثار، فهذا أمر لا يمكن منعه، 180 شخصاً عدد كبير يصعب تنظيمه ومراقبته.
عندها الحق،، انت كي قلت الصحراء يروحولها بزاف سياح،، ممكن انهم مقسمين مجموعات يعني كل مجموعة وحدها..وهكدا يسهل التنظيم..مشي 150واحد في مجموعة,"هي محقة، كما قلت، الصحراء يزورها الكثير من السياح، ومن الممكن أنهم مقسمون إلى مجموعات، مما يسهل التنظيم. ليس 150 شخصاً في مجموعة واحدة.


"
عندها الحق .,هي محقة، السياح سيذهبون في مجموعات، مما يسهل التنظيم.
عندها الحق كلامها رزين و منطقي.. غاشينا و نعرفوه.. خرّبوا الآثار و خمّجوا كل ما هو نظيف و جميل..,هي محقة، كلامها رزين ومنطقي، نحن نعرف شعبنا، يخربون الآثار ويدمرون كل ما هو نظيف وجميل.
الصحرا فيها زوج ملاين كلم ²، وتهز غي عشرين سائح، تسما كل سائح ينفرد ب 100000كلم² لي هي تقريبا مساحة تونس,الصحراء مساحتها مليوني كيلومتر مربع، ويذهب إليها 20 سائحاً، أي أن كل سائح يحصل على 100 ألف كيلومتر مربع، وهي مساحة تونس تقريباً.
مزية الصحراء تع ربي سبحانو يحبو كلش ليهم وحدهم,من الجيد أن الصحراء ملك لله، يحبها الجميع لأنفسهم.
عندها وجهة نظر,هي لديها وجهة نظر.
الوكالة عندها طاقة من سيارات ومرافقين وتحمل مسؤولية تديلها 180 واحد عجب الخروج يتم بمجموعات انا في الميدان,الوكالة لديها طاقة استيعابية من السيارات والمرافقين، وهي مسؤولة عن 180 شخصاً، يتم الخروج في مجموعات.
ماديروش عليهااا دربت الغبرة بزاف,لا تهتموا بها، لقد أثارت الغبار.
تحسب الصحرا تاع باباها ، علاه الوكالة السياحية كي تروح تدي عشرين كاين مئات الوكالات الساحية كل وحدة تدي عشري يتلاقاو ميتين تماك ، 180 شخص بصح مأطرين في أفواج كل فوج عندوا مكان يريح فيه يروحوا برك في طائرة واحدة امبعد يتقسموا لافواج عادي ، هيا برك مافهم…,تظن أن الصحراء ملكها، لماذا الوكالة السياحية تأخذ 20 شخصاً فقط؟ هناك مئات الوكالات السياحية، كل واحدة تأخذ 20 شخصاً، فيلتقون هناك بالمئات، 180 شخصاً بمرافقين، يذهبون في طائرة واحدة، ثم يقسمون إلى مجموعات، هذا أمر عادي، لا أفهم...
عندها لحق,هي محقة.
ياودي هادوك وكالات سياحية ليدو 20 انفليونسوز انقسو فسعر لشعب اخليه احوس بلادو أو يثقف لا لا يدو خردة تحت اسم انفليونسوز باش ايروجو,يا إلهي، هؤلاء وكالات سياحية، يأخذون 20 شخصاً متأثرين بالغرب، ويتركون القمامة خلفهم.
عندها حق ، و ذرك نشوفو الدنيا كيفاه تولي بالخماج ، و هل صح راح تستمتعوا بهاذ الماتش ... ااااه قصدي الرحلة,هي محقة، والآن سنرى كيف ستتحول الأمور إلى فوضى، وهل ستستمتعون بهذه الرحلة... أقصد الماتش.
كلاني قلبي نعرف شكون لي هدرت شكون كيفي,قلبي يؤلمني، أعرف من الذي تحدث.
الصحراء تع باباها !,الصحراء ليست ملكاً لأحد!
هاا سيدي فرضا هادو سمعولها و بطلو وداو فقط عشرين ماراحش يجيو عباد مع وكالات اخرى وراح يكون يكون العدد اكبر من 150 فأكثر ولا الصحراء حكر على وكالات معينة ؟! خلي لي حاب يروح يروح الله يسهل ، الاجدر ان نقول ياريت يكون كل شخص مسؤول وينظف مكانه ويجعله كما وجده او أحسن,فرضاً أنهم استمعوا لها وتوقفوا عن تنظيم الرحلة، وأخذوا فقط 20 شخصاً، ألا يمكن أن يأتي آخرون مع وكالات أخرى، ويكون العدد أكبر من 150؟ الصحراء ليست حكراً على وكالات معينة، من يريد الذهاب فليذهب، والأهم أن يكون كل شخص مسؤولاً وينظف مكانه ويتركه كما وجده أو أفضل.
لالا عندها الحق شعب تاعنا ماشي مربي وين يروح يزبل باش تتحكم ف 180 واحد ماشي ساهلة راح يكون هماج كبير ونتا باين راهم يخلصو فيك باش تهدر هاد الهدرة باسكو هادا ماشي مستوى تع واحد عندو ڨع هاد المتابعين,هي محقة، شعبنا غير مؤدب، ومن الصعب التحكم في 180 شخصاً، سيكون هناك فوضى كبيرة. يبدو أنهم يدفعون لك لتقول هذا الكلام، لأن هذا ليس مستوى شخص لديه كل هذه المتابعات.
عندها الحق يا لي باطار كون غير يصرا خلل تقني بالطائرة و نتهناو منكم,هي محقة، من الأفضل أن تحدث مشكلة تقنية في الطائرة ونرتاح منهم.
مش الاشكال فالعدد.. أرض ربي واسعة و ماراهي باسم حتى واحد,المشكلة ليست في العدد، أرض الله واسعة، وليست ملكاً لأحد.
عندها الحق من ناحية التنظيم 180 شخص كيفاش راح يتنظمو هادو !!! لازم يتقسموا الى مجموعات و كل وكالة تدي مجموعة من الاشخاص,هي محقة، من ناحية التنظيم، 180 شخصاً كيف سيتم تنظيمهم؟ يجب تقسيمهم إلى مجموعات، وكل وكالة تأخذ مجموعة من الأشخاص.
اقسم بالله غير الطفلة هاذي عندها الحق ...و نبوسلها رأسها على كلامها و المجهودات تاعها ..( راهي تنقيلكم في زبلكم وين تروح تلقاها تنقي و توعي في الناس ....الخ) ... + جماعة تع عشر اشخاص متقدرش تتحكم فيهم فما بالك فوق المئة شخص.... جيجل رجعتوها زبل ...الو…,أقسم بالله أن هذه الفتاة محقة... وأريد أن أقبل رأسها على كلامها وجهودها... (هي تنظف قمامتكم أينما ذهبت، وتوعي الناس... إلخ) ... مجموعة من 10 أشخاص لا يمكن السيطرة عليها، فما بالك بأكثر من 100 شخص... لقد جعلتم جيجل مزبلة...
درتولها إشهار باطل,لقد جعلتم منها إعلاناً مجانياً.
كثروا صوارد و اهبطوا للصحراء و لي يرمي كون علكة نلصقوها له في شعره هههه,اجمعوا المال واذهبوا إلى الصحراء، ومن يرمي علكة سنلصقها في شعره.
وعلاش سماوها الصحراء الكبرى مالا,لماذا سُميت الصحراء الكبرى؟
