Original_Dialect,MSA_conversion
استمعنا مع الرائع هشام حداد والمبدع المهضوم باسم ياخور,لقد استمتعنا مع الرائع هشام حداد والمبدع اللطيف باسم ياخور.
هضامه واخلاق عادل كرم دخلتو لقلوبنا,لطفك وأخلاقك، عادل كرم، دخلت قلوبنا.
اروع حلقه مع باسم ياخور,أروع حلقة مع باسم ياخور.
لمياء بدي كل صوره لوحدها بليز,لمياء، أريد كل صورة بمفردها من فضلك.
خبريه صحيحه من وعودك شكلك عاطي ع مسيلمه الكذاب,خبر صحيح من وعودك، يبدو أنك أعطيت وعدًا لمسيلمة الكذاب.
قريدس طمبوره بكبر القمبوره,جمبري وطمبور وطبلة كبيرة.
شكرا يا بنزيما على هذه الليله الجميله لكن رح ضل اكرهك يا كلب يا حيوان,شكرًا يا بنزيما على هذه الليلة الرائعة، لكنني سأظل أكرهك، أيها الكلب، أيها الحيوان.
شو مذوق وشو مهيوب,ما هذا الذوق والوقار!
بمفصول يعمل زعيم وهو خان حزبو,يعمل زعيم حزبٍ ما، وهو خان حزبه، مفصولًا من عمله.
هه والله انت اضافه رائعه للبرنامج يا نادي كتير مهضوم وخلوهم يحكو على السرقه يعني العالم,هه، والله أنت إضافة رائعة لهذا البرنامج يا نادين، أنت رائع حقًا، ودعهم يتحدثون عن السرقة، فالناس متأكدون.
متأكدين انو عنا بلبنان ممكن نوصل لهيك عنوان,نحن متأكدون من أنه في لبنان، يمكننا الوصول إلى هذا العنوان.
من نايب او وزير وعد صادق بالقضاء عالفساد عن عسكر الو سنين مخطوف عن شباب بطلت تهاجر هرباني من المجهول,من نائب أو وزير، وعد صادق بالقضاء على الفساد، عن عسكري لم يره أحد منذ سنوات، عن شباب توقفوا عن الهجرة هربًا من المجهول.
هلي طلعوا عل الميدنه لهيشو نزل لحالو وهه اه يا هبيله,هؤلاء الذين خرجوا إلى المدينة، لماذا نزل وحده؟ آه، يا أحمق.
بفتخر فيك وبثقافتك وكلمتك الحره,أنا فخور بك، وبثقافتك، وبكلماتك الحرة.
البعض ينام فترتاح الحياه من اذاه,البعض عندما ينام، ترتاح الحياة من أذاه.
يضل الحربايه الو كلمه,يظل الحرباء هو صاحب الكلمة.
انو في ناس شغلتها وعملتها تركيب المقله,هناك أشخاص وظيفتهم وعملهم هو إثارة المشاكل.
الله يكسر ايد كل انسان بيضرب طفل لو كان اب او ام اواقارب او اساتذه او اي انسان ملعون كل من يضرب الاطفال,لعنة الله على كل من يضرب طفلًا، سواء كان أبًا أو أمًا أو أقارب أو معلمين أو أي شخص ملعون.
احب الورد لانه بلون خدك,أنا أحب الورد لأنه بلون خدك.
انتهاء المؤامره علي الدول العربيه,انتهت المؤامرة على الدول العربية.
ورح نسمع اكتر واكتر اشتعال نار الفتنهفي دويلات الخليج الارهابي الوهابي,وسنسمع أكثر وأكثر عن اشتعال نار الفتنة في دول الخليج، الإرهاب الوهابي.
الطريق الى الدوله مسكر,الطريق إلى الدولة مغلق.
ان نسى الحرب الاهليه لبنان,لن ينسى لبنان الحرب الأهلية.
كل عام وانت بخير يا,كل عام وأنت بخير يا...
بكلون يعني كلون الله خلقنا وكسر القالب,بمعنى الجميع، الله خلقنا وكسر القالب.
لإزاله العوائق امام منح الام اللبنانيه جنسيتها لاولادها,لإزالة العقبات أمام منح الأم اللبنانية جنسيتها لأطفالها.
يلا برموا يا لبنانيي وحضروا,هيا بنا يا لبنانيون، استعدوا.
الرئيس هادي يقيل الزبيدي ويعين المفلحي محافظ للعاصمه المؤقته,الرئيس هادي يقيل الزبيدي ويعين المفلحي محافظًا للعاصمة المؤقتة.
انو جنبلاط بدو قانون عادل,جنبلاط يريد قانونًا عادلًا.
بعد ناقص اذا واحد علق مع خطيبتو ينزل يسكر الطريق عل شعب مسخره,إذا كان أحد معلقًا مع خطيبته، فمن السخيف أن ينزل ويسد الطريق على الناس.
انو يضل التمثيل النيابي مشو ه,يجب ألا يظل التمثيل النيابي على هذا النحو.
جرس كنيسه القيامه مع اذان المسجد الأقصى,جرس كنيسة القيامة مع أذان المسجد الأقصى.
كل شيء بصوتك لأن صوتك اجمل اغنيه سمعها قلبي,كل شيء بصوتك، لأن صوتك أجمل أغنية سمعها قلبي.
هشام وباسم ياخور ولعت,هشام وباسم ياخور أشعلا الموقف.
لك شي مسؤول عم يحكي عن العسكريين المخطوفين,هل هناك أي مسؤول يتحدث عن الجنود المخطوفين؟
مهارات تجلب الصحه والنجاح والثراء,مهارات تجلب الصحة والنجاح والثروة.
مش راح نوصل ل محل,لن نصل إلى أي مكان.
شو يا معالي الوزير على اساس ما بقى تتسكر الطرقات ما قطع ساعتين على تصريحك ننزل على الشغل بكرا او لا,ماذا يا معالي الوزير؟ لقد قلت أنه لن يتم إغلاق الطرق مرة أخرى، ولم تمر ساعتين على تصريحك، فهل نذهب إلى العمل غدًا أم لا؟
شي بفش الخلق هه,شيء يفرج عن النفس.
يا مش مذكر يا اما مش مركز,يا إما أنك لا تتذكر، أو أنك لا تركز.
يلعن ابوك يا راشفورد يبهرنا مباراه بعد الاخرى,لعنة الله عليك يا راشفورد، تبهرنا مباراة بعد الأخرى.
ناصر فقيه الف شكر اقوى حلقه اليوم,ناصر فقيه، ألف شكر، أقوى حلقة اليوم.
حبيبتي تسلملي و يخليلي ياكي تؤبري قلبي توتا ربي يبارك بكل ايامك و يجعل كلها سعاده و يفرح قلبك,حبيبتي، تسلم لي ويبقيك لي يا رب، يا قلبي، يا رب بارك كل أيامك واجعلها سعادة وافرح قلبك.
عبر لجميع الاباء لا تكب روا اولادكم قبل وقتهم,عبّر لجميع الآباء: لا تقتلوا أولادكم قبل أوانهم.
بوجود بي الكل وخي الكل يصير في قانون استنسابي القانون لازم يكون قايم ع معايير موح ده وعادله,بوجود الأخ الأكبر للجميع، يصبح هناك قانون استنسابي، والقانون يجب أن يكون قائمًا على معايير موحدة وعادلة.
راما راما مشروع فنانه احساس عالي بكيتينا,راما راما، مشروع فنانة، إحساس عالٍ، أبكيتينا.
انو ب لبنان في شعب عندو كرامي,في لبنان، هناك شعب لديه كرامة.
يا دار العز ع عتابك وصلنا و خيوط الحب والفرحه وصلنا و مهما بالدنيا جلنا و صلنا لا بد نعود ع ارض الحباب,يا دار العز، وصلنا بسلام، ووصلنا بخيوط الحب والفرح، ومهما تجولنا في الدنيا ووصلنا، لا بد أن نعود إلى أرض الأحباب.
كل حدا ظلمني من غير ما قول,كل من ظلمني دون أن أقول شيئًا.
انا وياك لازم نقطع علاقتنا ب رمضان كرمال ينقبل صيامي بتقول هالكلام,أنا وأنت يجب أن نقطع علاقتنا في رمضان حتى يتم قبول صيامي، أتقول هذا الكلام؟
انك بتكره كل العالم,أنت تكره العالم أجمع.
كول خرا بدك تقرف من المسيح يا خرا المسيح تاج راسك اقرف من غير ناس من غير انبياء,كُلْ خراء، تريد أن تكره المسيح؟ يا خرا، المسيح تاج رأسك، اكره أشخاصًا آخرين، اكره أنبياء آخرين.
يسمينا غنم مش نحنا منخلف ومنكب متلكون يا غنم,يسموننا أغنام، لكننا نحن من ننجب ونلقي بأطفالنا كما تفعلون أنتم أيها الأغنام.
تعبايه الجيوب زمنها ول ى,لقد ولّى زمن ملء الجيوب.
عادل بليز ضلك دايما هيك بدون ميه سنه ضوئيه تيوصالو لصرمايتك,عادل، من فضلك، ابق دائمًا كما أنت، فمئة سنة ضوئية لا تكفي للوصول إلى مستوى حذائك.
شاحنات الفضيحه اليوم في البلد من اكبر الجرايم التي تحصل بحق الشعب دون ان يحاسب احد عليها والأكذب الديمقراطيه التي نتغنى فيها,شاحنات الفضيحة في البلد من أكبر الجرائم التي ترتكب ضد الشعب دون محاسبة أحد، والأكذوبة هي الديمقراطية التي نتغنى بها.
بتهجير ولادنا خلصنا محسوبيات و وساطه,لقد أنهينا تهجير أبنائنا، والمحسوبيات، والوساطة.
عندها سكوز مهضومه فيفي عبدو,فيفي عبده لديها عذر مسلي.
ملاحظين ان الحياه ماعادت تعطينا دروس متل قبل صارت تمسح فينا الارض على مسح,هل لاحظتم أن الحياة لم تعد تعطينا دروسًا كما كانت من قبل؟ أصبحت تمسح بنا الأرض.
علقانين بالشباك الطائفيه دوله,نحن عالقون في الشباك الطائفية للدولة.
خلينا كلنا نطالب بمحاكمتهم,دعونا جميعًا نطالب بمحاكمتهم.
صدقتك معناها بالمعجم اللبناني يا كذاب,صدقتك تعني في المعجم اللبناني أنك كاذب.
جبران مش زعلان لان جبران قوي مسيحيٱ,جبران ليس حزينًا لأن جبران قوي مسيحيًا.
مرتي اجت بدها تعمل نسكافيه قلتلها اوعى,"زوجتي جاءت لتصنع نسكافيه، فقلت لها: ""لا تجرئي""."
لو فضل شاكر بريء وما عليه شي وطلع من السحن,إذا كان فضل شاكر بريئًا ولم يفعل شيئًا، فلماذا خرج من الس؟
من عمنول صرلنا منحكي,منذ الأمس ونحن نتحدث.
الدوله مش قادره تلم كم ازعر من الطريق,الدولة غير قادرة على جمع بعض البلطجية من الشارع.
بما انه جيلبرت زوين هي من ال خلايه النايمه فكرمال هيك خليها نايمه كرمال جبران يسمحلها تصير خلايه نايبه,بما أن جيلبرت زوين هي من الخلايا النائمة، فدعها نائمة من أجل جبران حتى يسمح لها بأن تصبح خلية نائبة.
ان يسرق حلمنا المتحق,أن يُسرق حلمنا المتحقق.
طلبتك خاص ليه مقفل,أرجوك، لماذا أغلقت حسابك؟
حضروا مع الكبير معين شريف وعيشوا الفرح والطرب الاصيل,استعدوا مع الكبير معين شريف وعيشوا الفرح والطرب الأصيل.
تقبري قلبي اديشك مبسوطه و فرحانه هلأ,يا قلبي، كم أنت مبسوطة وسعيدة الآن.
يعني على هل الحاله مراكز التجميل ما حتهدأ كل الطيور يللي انذكرت اسمهائهم رح يعملو عمليات تجميل ويغيرو شكلهم,هذا يعني أن مراكز التجميل لن تهدأ، فكل الطيور التي ذُكرت أسماؤها ستخضع لعمليات تجميل وتغيير شكلها.
شو هالهبيله ما عرفان اذا في ثوره اول واحد رح يثوروا عليه الناس,ما هذا الأحمق؟ لا يعرف ما إذا كانت هناك ثورة أم لا، فهو أول من سيثور الناس ضده.
ان و بدها سؤال اكيد بهل البلد الله يعينك يا,إنها تريد أن تسأل، بالتأكيد في هذه البلاد، الله يعينك يا...
والله منك قليل حافظ مفردات لبنانيه كتير,والله أنت لا تعرف الكثير من المفردات اللبنانية.
فقط في لبنان الشباب اجمل من البنات اللي عندها اعتراض,فقط في لبنان، الشباب أكثر جمالًا من الفتيات، من لديها اعتراض؟
بلد كل مين طريقو الو,بلد كل شخص يسلك طريقه الخاص.
ليك ملا طربون حبق,يا له من طربوش مليء بالحبق.
ان يعني طبال مع,أن يعني طبال مع.
النايب السابق التيار الوطني,النائب السابق للتيار الوطني.
من كتر الجهل بدك تقتل العالم,من كثرة الجهل، تريد أن تقتل الناس.
جعلت من اسمك اجابه عندما يسألوني ما هي الحياه,لقد جعلت من اسمك إجابة عندما يسألونني ما هي الحياة.
نحنا منفتخر فيك اخي وكلنا اخوه بكل الوطن العربي ومنرحب بكل اخواتنا العرب بلبنان,نحن نفتخر بك يا أخي، ونحن جميعًا إخوة في جميع أنحاء الوطن العربي، ونرحب بجميع أخواتنا العرب في لبنان.
اصدق شخص شفتو عالتلفزيون,أصدق شخص رأيته على التلفزيون.
اغنيه سوريا يا حبيبتي,"أغنية ""سوريا يا حبيبتي""."
كلمه العدو الإسرائيلي من بعض الساسه الي عنا,"كلمة ""العدو الإسرائيلي"" من بعض السياسيين لدينا."
كيف لو ما بتحبا كانت شمطتها من شعرها,كيف لو لم تكن تحبها، لكان صفعها على شعرها.
اختبار المسلسلات مع الاعلامي في,اختبار المسلسلات مع الإعلامي...
لو سمحت رجعلنا ما بحب ارقص,لو سمحت، أعدنا لي ما أحب الرقص.
يوم السعد لما تطل يا ملك غدا على ناطرينك باحلى كلام سعد لبنان,يوم السعد عندما تطل أيها الملك، غدًا ننتظرك بأحلى كلام، سعد لبنان.
بتعرف مع مين عم تحكي انت,هل تعرف مع من تتحدث؟
الحريه اللي فيها حلمنا عشناها معك والعالم لو ضدك بيصير رح نبقى معك هالعهد بيتزعز,لقد عشنا الحرية التي حلمنا بها معك، والعالم، حتى لو كان ضدك، سيظل معك، هذا العهد لن يتزعزع.
فينا نضحك كتير بس ورا هالضحكه مخبا غصات ودموع ما بيعلم فيا غير ربنا,يمكننا أن نضحك كثيرًا، لكن وراء هذه الضحكة مخبأ غصات ودموع لا يعلم بها إلا الله.
هشام حداد تم الدعس من قبل ناصر فقيه,هشام حداد تم دعسه من قبل ناصر فقيه.
لو شو ما حكينا قليل عادل حلقه روعه,مهما قلنا، لن نوفي عادل حقه، الحلقة رائعة.
انبطاح برشلوني مع صياح,انبطاح برشلوني مع صياح.
مبرروك والف مبروك في ساعه ونص تصدرنا المركز الاول,مبروك والف مبروك، في ساعة ونصف تصدرنا المركز الأول.
تفقيص بيض عالهوا مهضومين,تفقيص بيض على الهواء، مسليان.
عظمه على عظمه على عظمه تألق على تألق على تألق ضحك على ضحك على ضحك الأول غصب عن الكل,تألق فوق تألق فوق تألق، ضحك فوق ضحك فوق ضحك، الأول رغما عن الجميع.
بعدها معيده اديل ما كانت طويله فقرتها,كانت فقرة أديل طويلة.
الانسان بتمرق عليه لحظات مليانه ضغط و و مشاكل عشان هيك حالك مش بحاجه تقعد مع حالك بعيد عن ضجيج الدنيا من اقترا,تمر على الإنسان لحظات مليئة بالضغط والمشاكل، لذلك عليك ألا تنعزل عن العالم من حولك.
تعلن انسحابها من منظمه الدول الأميركيه,تعلن انسحابها من منظمة الدول الأمريكية.
حدا مرتاح بهالبلد لاحقين الفقير دوله الخنازير مواطن من صور يضرم النار في سيارته اعتراضا على حجزها قر,هل هناك شخص مرتاح في هذا البلد؟ لاحقين الفقير، دولة الخنازير، مواطن من صور يضرم النار في سيارته اعتراضًا على حجزها.
ام كلثوم بتقول اهل الحب صحيح مساكين والله ماحدامسكين غيرك تعي شوفي الأجيال الواعده عم تتعربش من فرط المشاعر,"تقول أم كلثوم: ""أهل الحب صحيح مساكين، والله ما حدا مسكين غيرك""، تعالي شاهدي الأجيال الواعدة وهي تتسلق من فرط المشاعر."
لا تعقدوا الأمور و عيشوا كل و رح يمر و يصير منيح كل ها فتره ما حلوه و رح تعد ي و اكيد رح تجي بعدا فتره حلوه اوثقوا بالله الحياه حلوه,لا تعقدوا الأمور، وعيشوا اللحظة، كل شيء سيمر وسيصبح جيدًا، هذه الفترة ليست جميلة، وستمر، وستأتي بعدها فترة جميلة، ثقوا بالله، الحياة جميلة.
هذه الخطابات والمؤتمرات بالعاده تمهد لحروب صليبييه على بلاد المسلمين بحجه اضطهاد المسيحيين,هذه الخطابات والمؤتمرات عادة ما تمهد لحروب صليبية على بلاد المسلمين بحجة اضطهاد المسيحيين.
تحيه للإعلامي مالك مكتبي وفريق عمله على الحلقه الرائعه,تحية للإعلامي مالك مكتبي وفريق عمله على الحلقة الرائعة.
محارم معطره بأنواع متعدده خاليه من الكحول ولاتسبب الحساسيه,محارم معطرة بأنواع متعددة، خالية من الككحول ولا تسبب الحساسية.
احلى حكي نقال عن الجنرال,أحلى ما قيل عن الجنرال.
بيان للجيش السوداني شهداء بينهم ضابط في عمليات عسكريه في,بيان للجيش السوداني: شهداء بينهم ضابط في عمليات عسكرية.
انو الرئيس غير الجنرال بيضرب بإيد من حديد,يبدو أن الرئيس، بخلاف الجنرال، يضرب بيد من حديد.
اشياء ما تجبرها كلمه اسف,"هناك أمور لا يمكن إصلاحها بكلمة ""آسف""."
على رمشي بتمشي و على خدي تعدي,على رمشي بتمشي وعلى خدي تعدي
توقيف منتمي للنصره في تعلبايا,"توقيف أحد المنتمين لتنظيم ""النصرة"" في تعلبايا."
جمال فياض عم يحكي درر جرب تكون صديق مع فنان و وجهلو انتقاد بينسى كل تاريخك معو لأنك ما قبلت تلمعلو فشلو,جمال فياض يتحدث بلباقة. جرب أن تكون صديقًا لفنان وانتقده، سينسى كل تاريخك معه لأنه لن يقبل أن تنتقده.
الحيوان الذي ترينه اولا في الصوره يكشف شخصيتك,الحيوان الذي ترينه أولاً في الصورة يكشف شخصيتك.
نقطعت الكهربا قلبوها عالإشتراك,انقطعت الكهرباء، فلنعتمد على المولدات الكهربائية.
علقه سخنه مع اصحاب الكسارات و المرامل,مشاجرة حادة مع أصحاب الكسارات والمرامل.
لكل مواطن بحب بلدو لو كلمه وحدي تجمعنا مش تفرقنا,لكل مواطن يحب بلده، كلمة واحدة يجب أن تجمعنا ولا تفرقنا.
هلاء الدركي اللي بشوف مواطن عم ي عتدى عليه بدو امر ليقمع هيدا الإعتداء ما ناقص غير يطلع تلفونو الدركي و يصور,الآن، الدركي الذي يرى مواطنًا يتعرض للاعتداء يحتج إلى أمر ليقمع هذا الاعتداء. كل ما ينقصه هو أن يخرج هاتفه ويصور.
انو لي سرق و نهب وعمل لبنان مزارع يكمل فسادو انو يقبل بي قوانين تحجمو,يجب على من سرق ونهب وحول لبنان إلى مزارع أن يكف عن الفساد وأن يقبل بالقوانين التي تحد من سلطته.
انو بعهد فخامه الرئيس ما رح يرجع منطق الشخص المناسب بالمكان المناسب,"في عهد فخامة الرئيس، لن تعود حكمة ""الشخص المناسب في المكان المناسب""."
يبني حلمه عتحطيم احلام الآخرين,هناك من يبني أحلامه على أنقاض أحلام الآخرين.
ان تحررت كل دول العربيه من كل شي,عندما تتحرر جميع الدول العربية من كل شيء.
ع قد ما غر ف ال بي اليوم رح يوقفف والله,والله، على الرغم من غرور آل بي اليوم، إلا أنهم سيتوقفون.
عليه افضل الصلاه والسلام,عليه أفضل الصلاة والسلام.
وما حسينا بعمرنا قضيناها حروب داخليه وخارجيه وازمات سياسيه وعيش يا كديش,لم نشعر أننا عشنا حياتنا، فقد قضيناها في حروب داخلية وخارجية وأزمات سياسية.
يا مشحر شو حلو,يا مشحر، ما أجملك!
هذه الحياه ظالمه و لكن وضع البلد اظلم ب كثير الله يرحموا و يصبر اهلوا,هذه الحياة ظالمة، ولكن وضع البلد أكثر ظلمة. رحمه الله وصبر أهله.
هيشام ما الدق بشوارب ابو الجيغ انت ما بهين عليك حدا يدقلك بكرشك,هشام، لا تدع أحدًا يهينك، لا أحد يستطيع أن يهين أبو الجيغ.
مش طبيعي باسم ولو فظييبع هاد الممثل الحقيقي وبس,باسم غير طبيعي، حتى لو كان مخيفًا. هذا هو الممثل الحقيقي.
هيفا بتغني الواوا وشوف,"هيفاء تغني ""الواوا"". انظر!"
اسم الله عليك ما اهضمك,اسم الله عليك، كم أنت لطيف!
مش اعتراض ع حكمه الله بس بكفي عرسان بالسما,لست معترضًا على حكم الله، ولكن يكفي من العرسان في السماء.
بس بالاخير اكتشفت انو الامنيه صارت مثل حلم ابليس بالجنه,في النهاية، اكتشفت أن الأمنية أصبحت مثل ح.
شعار كذبه كبيره يجب تسميه الفاسدين والسارقين بالأسماء وليس شمل الجميع وجماعه كلن يعني كلن هم,"شعار ""كلن يعني كلن"" كذبة كبيرة. يجب تسمية الفاسدين والسارقين بالأسماء، وليس شمول الجميع."
في اشخاص وانت معن كانك ماخد فتره راحه عن تعب الحياه,هناك أشخاص، عندما تكون معهم، تشعر كأنك أخذت فترة راحة من تعب الحياة.
شادي فران مين انت لتحكم ع بنت انو بلاك هيي منا شي كانت قبلك كل شي وعامله حالا لحالا انت واحد مريض متسلط بدك علاج,شادي فران، من أنت لتحكم على فتاة بأنها لا شيء بدونك؟ لقد كانت كل شيء قبلك، وتتصرف الآن وكأنها لا شيء بدونك. أنت مريض ومتسلط وتحتاج إلى علاج.
ما النار عمرا ما بتاكل نار,النار لا تأكل نارًا أبدًا.
هالبرنامج بيشبه الناس و مش متصن ع,هذا البرنامج يشبه الناس، وليس مصطنعًا.
الا بعيشه كريمه من رئيس عادل,لن نعيش بكرامة إلا في ظل رئيس عادل.
كل سنه و انتي بخير وحب وسلام كبار متل قلبك ليلاس ان شالله ايامك الجايه كلياتا فرح مع اللي بحبوكي و بتحبيهون,كل عام وأنت بخير وحب وسلام، ليلاس. أتمنى أن تكون أيامك القادمة كلها فرح مع من تحبين ومن يحبونك.
حالك ما بتعرف بس انت سيد العارفين,أنت لا تعرف حالتك، لكنك سيد العارفين.
صباحك ضحكه من القلب يسعد قلبك,صباحك ضحكة من القلب. يسعد قلبك.
اعلامي مبدع متمكن جريء ومهضوم,إعلامي مبدع ومتمكن وجريء ولطيف.
يا الله شو حلوه هالحلقه كل العالم عم تتفاعل بضحك ومحبه وهضامه بعيدا عن الهموم انشالله عطول هيك منضل مبسوطين,يا الله، ما أجمل هذه الح! الكل يتفاعل بضحك ومحبة ولطافة، بعيدًا عن الهموم. نتمنى أن نبقى دائمًا مبسوطين هكذا.
رح ننظم السجون حسب القوانين العالميه,سننظم السجون وفقًا للقوانين العالمية.
ولنجوى حلقات تسهرنا حتى الصباح ولا ينتهي السهر ولا تتعب عينينا وما نعسوا عينينا,أما بالنسبة لنجوى، فلديها حلقات تسهرنا حتى الصباح. لا ينتهي السهر ولا تتعب أعيننا ولا نعس.
انك ضيعت وقتك مع اعز الناس الك وبتندم عليه,لقد أضعت وقتك مع أعز الناس إليك، وستندم على ذلك.
من السياسيين انو ياخد دعم مالي لحملاته الانتخابيه,من غير المقبول أن يحصل السياسيون على دعم مالي لحملاتهم الانتخابية.
بهالبلد انه لازم تغلي شهادتك واشرب ميتها,في هذا البلد، يجب أن تقدر شهادتك وتشرب ماءها.
جو حلوه بس وترت العالم بس جيده,جو لطيف، لكنه أثار توتر الناس. إنه جيد على أي حال.
احلى برنامج على التلفزيون,أفضل برنامج على التلفزيون.
ناطر بكرا يجي لإفتح الجرس و شوف تعليق الست على لعم بصير بجوائز,ننتظر الغد ليرن الجرس ونرى تعليق الست على ما يحدث بخصوص الجوائز.
القاعده بتضيف حرف التاء باول كلمه تحول حرف القاف ل ا,قاعدة في اللغة: تضيف القاعدة حرف التاء في بداية الكلمة، ويتحول حرف القاف إلى ألف.
جيزيل خوري خساره جدا غياباتها الكثيره حلوه عفويه طيبوبه تستحق كل الاحترام مسيرتهامليئه بكل شيء متقن ومختلف,جيزيل خوري، خسارة كبيرة بسبب غياباتها الكثيرة. إنها عفوية ولطيفة وتستحق كل الاحترام. مسيرتها مليئة بكل شيء متقن ومختلف.
يي دخيلكن بالنسبه الي خلصت الحلقه,يا إلهي، بالنسبة لي، الحلقة انتهت.
لك انت مبدع مبدع دخيل لخلقك فرطتنا ضحك احلا ندي,يا لك من مبدع! يا إلهي، لقد أضحكتنا بشدة. أحسنت يا ندي.
بي ارزه شامخه بي وجود العليق في الحكم,أرزة شامخة بوجود العليق في الحكم.
منورين الشاشه نبغيكم بزاف بزاف,تضيئون الشاشة. نحن نحبكم كثيرًا.
الكف بدو ايعاده ما زبط من اول مره عيدو,الصفعة تحتاج إلى إعادة، لم تنجح من المرة الأولى. أعيدوها!
الفكره كتير حلويي منتمنى يكون عند مكتبي برنامج خاص للاطفال متل هالحلقه بيلبق اكتر من حلو,الفكرة جميلة جدًا. نتمنى أن يكون هناك برنامج خاص للأطفال في مكتبي، مثل هذه الح.
كيف يعني بنزل الصيفي وكلن ديقين عند كرشي انو,كيف يمكن أن يكون الصيف حارًا وكلهم يضغطون على كرشي؟
يتعد ى عا حقوق الناس وكرامتن,يتعدى على حقوق الناس وكرامتهم.
يوسف سعاده هناك كلام طائفي في البلد عالي المنسوب لم نسمعه خلال الحرب الاهليه,يوسف سعاده، هناك خطاب طائفي في البلد بنسبة عالية، لم نسمعه خلال الحرب الأهلية.
ترامب يؤكد التحالف مع اسرائيل والتصدي لإيران,ترامب يؤكد التحالف مع إسرائيل والتصدي لإيران.
مع الليله الساعه بتوقيت بتوقيت على شاشه,مع ليلة اليوم، الساعة بتوقيت ... على الشاشة.
بعد الإعلان جو رعد عم يحضر لأمسيه كلثوميه وجبران باسيل صار عنده اسلوب جديد بمحاربه الفساد,بعد الإعلان، جو رعد يحضر لأمسية كلثومية، وجبران باسيل لديه أسلوب جديد لمحاربة الفساد.
مش عم فيني ابلعك يا زلمي,لا أستطيع تقبلك، يا رجل!
بين مخالب الطائفيه والتعصب الأعمى كرمال الزعيم يبقى ونحن نصفق يحيى الزعيم ونموت المهم حامي الحمى كذابين,بين مخالب الطائفية والتعصب الأعمى، من أجل أن يبقى الزعيم ونحن نصفق. يحيا الزعيم! حتى لو متنا، المهم أن يبقى حامي الحمى. إنهم كاذبون.
هيدي صوره تختصر ما كان يحدث اليوم صباحا العالم محترق دينها بالعجقه و هني عم بأرغلو تفو,هذه الصورة تختصر ما حدث صباح اليوم. العالم يحترق وهم يرقصون. مقرفون!
دخيل الزغار احلى لين,يا إلهي، الأطفال صغار جدًا! أحلى لين.
ياخد رشوه من الفاسدين بس تيغط ي فسادن,يأخذ رشوة من الفاسدين، لكنه يغطي الفساد.
ياريت هالإيام ما تخلص وتضل ي كل يوم مفاجآت وأغاني كتير مبسوطين بالل ي عم يصير,يا ليت هذه الأيام لا تنتهي، وكل يوم مفاجآت وأغاني. نحن سعداء جدًا بما يحدث.
عن رئيس انساني بالدرجه الأولى,عن رئيس إنساني في المقام الأول.
حاج تخرطش بالحكي و,توقف عن الثرثرة!
هيك قررات شو بيكونو عم يفكرو او يعملو بس يصدرو هيك قرارات هني بدون يكمو الافواه ع فسادون,عندما يصدرون مثل هذه القرارات، ماذا يكونون يفكرون أو يفعلون؟ إنهم يريدون فقط إسكات الأصوات المعارضة لفسادهم.
اللسان الذي اخرسته الاوجاع لا يتكلم,اللسان الذي أخرسته الآلام لا يتكلم.
بالتغيير و الاصلاح الا ع ايد بي الكل,لن يحدث التغيير والإصلاح إلا بيد الجميع.
اليوم بتعرف حجمك يا هيشو,اليوم، ستعرف حجمك يا هيشو.
صوتك وما اضحك يا بطوط,صوتك مضحك يا بطوط!
انو لازم تعمل شي,يجب أن تفعل شيئًا.
انو نتراجع عن مبادىء التيار الوطني الحر,لا يمكننا التراجع عن مبادئ التيار الوطني الحر.
القرب لا يقاس بمن حولك ولكن بمن يشعرون بك,القرب لا يقاس بعدد من حولك، ولكن بمن يشعرون بك.
قناتنا جديده دعمكم تكفون نزلنا اول مقطع ادعمونا الله يسعدكم,قناتنا جديدة، نحتاج دعمكم. لقد نشرنا أول مقطع، نرجو دعمكم. الله يسعدكم.
علقانين بوزير داخليه ما بيعمل مراجل الا على شويه فراطه لما يقرروا يتظاهروا ليطالبوا بأدنى مقومات العيش الكريم,نعلق آمالنا على وزير داخلية لا يظهر قوته إلا على قلة من الناس عندما يقررون التظاهر للمطالبة بأدنى مقومات العيش الكريم.
يخوفنا من الفراغ لنرضخ بقانون الستين فالفراغ يعني عدد فاسدين اقل من قانون الستين,يخيفنا من الفراغ لنرضخ لقانون الستين. الفراغ يعني عدد أقل من الفاسدين مقارنة بقانون الستين.
شو قدمتو من مشاريع قوانين حضراتكم اللي عم تعارضوا نسيتوا انكن بمجلس النواب مش متفرجين بال٦٠,ماذا قدمتم من مشاريع قوانين، أيها المعارضون؟ لقد نسيتكم أنكم في مجلس النواب، لستم مجرد متفرجين.
يالا قولولي تشوف وين وعند مين بتقولوا الامير بدو يحضر حلقه ومع ميين,أخبروني أين ومتى يقولون إن الأمير سيحضر حلقة، ومع من؟
يلا يا شباب وال هموها لتسكرو الطرقات ما حدا اهم من حدا ب لبنان عيب اللي استحى خجل ومات,هيا يا شباب، لا تغلقوا الطرق. لا أحد أهم من أحد في لبنان. عيب! من استحى خجل ومات.
اعلام هابط بينشر خبر عار,إعلام منحط ينشر أخبارًا كاذبة.
ملتزمون بحمايه في اطار,ملتزمون بالحماية في إطار ...
