Original_Dialect,MSA_conversion
اذا عليه رسوم معقول ..تمام صكَّوا على كذبان الشريطيه اللي ماتخاف الله ههههه ابرك ساعه اشوف الرسوم ماهو اهم من معرفة حقايق السياره والاهم من هذا مايحتاج تروح تفحص البودي..,إذا كانت هناك رسوم، فهذا معقول... جيد، أغلقوا على كذب شريطية السيارات الذين لا يخافون الله. هههه، أفضل ساعة، أرى أن الرسوم ليست أهم من معرفة حقائق السيارة، والأهم من هذا، لا تحتاج إلى الذهاب لفحص الهيكل.
كيف ويش تبي فيه ياجبنة الرجل يملك فوق 60 مليار دولار من ما نهب خلال حكمه ومن خلال المساعدات وروسيا تحتاج كاش ترسله لروسيا هناك وتطقطق عليه هناك مع المافيا الروسية وبوتين ياخذ حقه ناشف تتوقع ويش الي خلا مبارك وعياله يخلا سراحهم سيسيوه بيحب الروز,كيف وماذا تريد منه أن يفعل، يا رجل؟ هذا الرجل يملك فوق 60 مليار دولار مما نهب خلال حكمه، ومن خلال المساعدات. روسيا تحتاج إلى كاش، أرسله إلى روسيا هناك ودع بوتين يأخذ حصته ناشفة. تتوقع ماذا جعل مبارك وأولاده يتنازلون عن الحكم؟
ههههه مقلب يعني لو تعبي فل 100 ليتر الفرق مايجيب علبة ببسي,هههه، مقلب، حتى لو ملأت الخزان، الفرق لا يشتري علبة بيبسي.
"أقتباس مع الازمة الاقتصادية ستنهار الأصول ,, واكبر مدينة سوف تتاثر هي دبي اسعار الشقق في دبي ارخص من اسعار الشقق في الرياض وجدة// اتكلم عن شقق الابراج الفخمه واللي بالخدمات.. وطبعا مافي مقارنة بين البنيه التحتيه المتقدمة في دبي ومدننا.. دبي صعب تتأثر لان المسثتمرين من جميع انحاء العالم ويبحثوا عن اصول تعتبر رخيصه مقارنة عالميا ( سعر الشقق في دبي اقل من ٢٠٪ من سعر الشقق في سنغافوره وهونق كونق بنفس المواصفات.. بالنسبة للجو الجو في دبي من شهر سبتمبر الى نهاية شهر مارس يعتبر افضل من جو اي مدينة ريادية في العالم) الزخم الكبير حول عقار دبي.. يذكرني في عام ٢٠٠٩-٢٠١٠ الكل كان يعتقد انها نهاية دبي.. ولكن كانت بداية مجد لمدينة تمثل الخليج كامل.. التاريخ يعيد نفسه واتوقع دبي في قادم السنين حترتفع العقارات فيها لكن السنتين اللي فاتت والسنتين الجايه قد يكون فيه ركود مؤقت لكثر البناء وبالاضافة لكورونا.. بالنسبة للعقار في وطننا الغالي السعوديه للاسف فيه احتكار الاراضي رفع العقار.. والا المفروض يكون اقل ب٣٠-٤٠٪.. ومع ذلك اتوقع ان العقار حيتماسك كم سنه.. بعدها حينزل تدريجي.. اطيب الامنيات","اقتباس: ""مع الأزمة الاقتصادية، ستنهار الأصول، وأكبر مدينة ستتأثر هي دبي. أسعار الشقق في دبي أرخص من أسعار الشقق في الرياض وجدة"". أتحدث عن شقق الأبراج الفخمة والتي بالخدمات. وطبعاً لا يوجد مقارنة بين البنية التحتية المتقدمة في دبي ومدننا. من الصعب أن تتأثر دبي، لأن المستثمرين من جميع أنحاء العالم يبحثون عن أصول تعتبر رخيصة مقارنة عالمياً. (سعر الشقق في دبي أقل من 20% من سعر الشقق في سنغافورة وهونغ كونغ بنفس المواصفات). بالنسبة للجو، الجو في دبي من شهر سبتمبر إلى نهاية مارس يعتبر أفضل من جو أي مدينة ريادية في العالم. الزخم الكبير حول عقارات دبي يذكرني بعام 2009-2010، الكل كان يعتقد أنها نهاية دبي، ولكن كانت بداية مجد لمدينة تمثل الخليج بأكمله. التاريخ يعيد نفسه، وأتوقع أن دبي في قادم السنين سترتفع العقارات فيها، لكن السنتين الماضيتين والسنتين القادمتين قد يكون فيهما ركود مؤقت لكثرة البناء بالإضافة إلى كورونا. بالنسبة للعقار في وطننا الغالي السعودية، للأسف هناك احتكار للأراضي رفع العقار، وإلا المفروض يكون أقل بـ30-40%. ومع ذلك، أتوقع أن العقار سيتوازن لعدة سنوات، ثم ينزل تدريجياً. أطيب الأمنيات."
امين حفظ الله بلادنا من كل شر,آمين، حفظ الله بلادنا من كل شر.
لا تكذب ..,لا تكذب.
توكم مشفتوا شي,لم تروا شيئاً بعد.
اللهم صلي وسلم على نبينا محمد وعلى أله وصحبه اجمعين بارك الله فيك,اللهم صل وسلم على نبينا محمد وعلى آله وصحبه أجمعين، بارك الله فيك.
طبعا وبارحص الاسعار وهنا اسعار لا تطاق,طبعاً بارخص الأسعار، وهنا أسعار لا تطاق.
بيض الله وجهك يا c4c متأكدين ومؤمنين ١٠٠٪ بفشل هذا الانقلاب المسئله مسئلة وقت,بيض الله وجهك يا c4c، متأكدين ومؤمنين 100% بفشل هذا الانقلاب، المسألة مسألة وقت إن شاء الله تعالى.
ان شاء الله تعالى - سيكون,سيكون.
عندي فكرة مشروع واقعي وموجود على الواقع... ....المشروع يحتاج لموظف واحد فقط... يشتغل بالنسبة ويكون له عدد من المساعدين يقدر هو راتبهم.. ..إذا ماحصلتي مشروع مناسب لك ..ممكن ...أعطيك فكرة المشروع ..بشكل خاص ..وأتمسك بحقي في المكافأة..ما أقولك تصدقي بها عني...أنا أتصدق منها بما أراه مناسبا... ..وربي يختار للجميع مافيه الخير والصلاح..,عندي فكرة مشروع واقعي وموجود على الواقع... المشروع يحتاج لموظف واحد فقط... يشتغل بالنسبة ويكون له عدد من المساعدين يقدر هو راتبهم... إذا ما حصلتي مشروع مناسب لك... ممكن... أعطيك فكرة المشروع... بشكل خاص... وأتمسك بحقي في المكافأة... ما أقولك تصدقي بها عني... أنا أتصدق منها بما أراه مناسبا... وربي يختار للجميع ما فيه الخير والصلاح...
____ وعليكم السلام و رحمه الله وبركاته,وعليكم السلام ورحمة الله وبركاته.
90% من متابعيه نساء عشانه وسيم من اراد التأكد فليدخل على المتابعين له ويشوف مسكين يالكلباني,90% من متابعيه نساء عشانه وسيم، من أراد التأكد فليدخل على المتابعين له ويشوف. مسكين يا الكلباني.
جانا مــطر..!! جانا مــطر..!! دورت عذر وجيت لك مثل معـي..!! قلي بأنك مادريت واندهش..!! قلي عشان اقولك برا ترش..!! ... والغيم هذا يشبهك قبل افقدك..!! يومك تجي واحتفي مطر..مطر..!! صوتك /عيونك /ضحكتك رجفة يدك..! جنونك اللي فوق ارضي ينهمر..!! سؤالك المملي حنين وفيض حب سكوتك اللي مايشابه للسكوت..!! صدّق ليا من قلت انا: اشتقت لك..!! كذبّ ليا من قلت لك: حبي نقص..!! ... ايامي الحلوه..سماك وغيمتك..!! رجعتك..من بعد الضياع فـ غيبتك..!! اشياء كثيره غايبه كانت مـطر! واليوم من جانا المطر جيت اسبقه..!! جيتك عشان ابشرك بأن الغصون تبللت الا . . . انــا,جانا مطر!! جانا مطر!! دورت عذر وجيت لك مثل معي!! قلي بأنك ما دريت واندهش!! قلي عشان أقولك برا ترش!! ... والغيم هذا يشبهك قبل أفقدك!! يومك تجي واحتفي مطر... مطر!! صوتك / عيونك / ضحكتك رجفة يدك!! جنونك اللي فوق أرضي ينهمر!! سؤالك المملي حنين وفيض حب سكوتك اللي ما يشابه للسكوت!! صدق ليا من قلت أنا: اشتقت لك!! كذب ليا من قلت لك: حبي نقص!! ... أيامي الحلوة... سماك وغيمتك!! رجعتك... من بعد الضياع في غيبتك!! أشياء كثيرة غايبة كانت مطر! واليوم من جانا المطر جيت اسبقه!! جيتك عشان أبشرك بأن الغصون تبللت إلا . . . أنا
نعم لست وحدك وهذا المنتدى هو بيتي الثاني وأموت فيه ورواده وكتابه احبهم وأتمنى مقابلتهم فردا فردا ❤❤❤❤ لكل هوامير البورصة,نعم، لست وحدك وهذا المنتدى هو بيتي الثاني وأموت فيه ورواده وكتابه أحبهم وأتمنى مقابلتهم فرداً فرداً ❤❤❤❤ لكل هوامير البورصة.
وهل تتوقع أن الدولة لاتعلم أنهم تجاوزوا المليونين مقيم فطبيعي يكون 1 من مآئة ألف يكون مجرم,وهل تتوقع أن الدولة لا تعلم أنهم تجاوزوا المليونين مقيم؟ فطبيعي يكون 1 من مائة ألف يكون مجرم.
ضحكة دايمة ... حبيبي مسوي زي هذا,ضحكة دايمة... حبيبي مسوي زي هذا.
ههههه يا طريد البحر .. لو شاف ردك البركودا .. صدقني ما راح يخليك تنام الليلة بأمان,هههه يا طريد البحر... لو شاف ردك البركودا... صدقني ما راح يخليك تنام الليلة بأمان.
هذي اشاعة الهدف منها تخويف النساء من الترشح لمجلس الشورى ههههه,هذه إشاعة الهدف منها تخويف النساء من الترشح لمجلس الشورى ههههه.
"في لقاء الأستاذ عبدالله المديفر اعترف الشيخ عائض القرني "" كأحد رموز الصحوة "" بما فعلته الصحوة بحياتنا وسوف أترككم تستمعون لذلك الاعتذار من خلال هذا الرابط: ماعندكم الا ها الكلام تطقطق ن عليه ترى الشيخ عايض القرني من حقه بالنظام والقانون يرفع عليك قضيه تشويه سمعه لأنه مواطن مثلي ومثلك وحر طليق ماعليه اي تهمه وماتساوي مواطي رجليه في سمعه وفي جاهه وفي شرفه","في لقاء الأستاذ عبدالله المديفر، اعترف الشيخ عائض القرني ""كأحد رموز الصحوة"" بما فعلته الصحوة بحياتنا، وسوف أترككم تستمعون لذلك الاعتذار من خلال هذا الرابط: ماعندكم الا ها الكلام تطقطقون عليه؟ ترى الشيخ عايض القرني من حقه بالنظام والقانون يرفع عليك قضية تشويه سمعة لأنه مواطن مثلي ومثلك وحر طليق ما عليه أي تهمة وما تساوي مواطي رجليه في سمعة وفي جاهه وفي شرفه."
التقارير الاوليه تشير الى انه انفجار عرضي في انبوب غاز لتعبئة البالونات,التقارير الأولية تشير إلى أنه انفجار عرضي في أنبوب غاز لتعبئة البالونات.
‏وفق نظام النيابة العامة: مصوّر ‎#بائعة_الخضار يواجه السجن وغرامة تصل لنصف مليون ريال لارتكابه جريمة التشهير بالآخرين والحاق الضرر بهم عبر وسائل التقنية.,‏وفق نظام النيابة العامة: مصور ‎#بائعة_الخضار يواجه السجن وغرامة تصل لنصف مليون ريال لارتكابه جريمة التشهير بالآخرين وإلحاق الضرر بهم عبر وسائل التقنية.
كمل دراستك وحاول وإجتهد وإكسر حاجز الخوف لديك وحتى لو اخفقت هذا الترم لاتلتفت لما يقال لك بل إعزم وتوكل على الله ولا تنظر للخلف,كمل دراستك وحاول وجتهد وكسر حاجز الخوف لديك، وحتى لو أخفقت هذا الترم لا تلتفت لما يقال لك بل اعزم وتوكل على الله ولا تنظر للخلف.
عساه الفقر إن شاء الله,عساه الفقر إن شاء الله.
هذا يبي له شيلة 💃,هذا يبي له شيلة 💃.
بس واحد يشرحلي كيف تضاف البدلات للراتب الأساسي كمثال بسيط بدل تأهيل للجامعي 10٪ وراتب الملازم الاساسي مثلاً 7000 هل يصير راتبة الاساسي الاساسي 7700 طيب بعدين نقلوه للشرطة العسكرية واستحق بدل 25٪ يحسب كيف؟؟؟ من الاساسي الاساسي ولا الاساسي فقط ثم بعد ذلك ماذا سيسمى الراتب بعد اضافة بدل الشرطة هل سيصبح اساسي الاساسي الأساسي؟؟؟؟ من جد لخمة مطالب العسكرين لم تكن هذه فمطالبهم هي ضم تلك البدلات عند التقاعد للراتب الاساسي الأخير وبذلك يستفيد عند التقاعد فهو يعاني من ضياع نسبة كبيرة جداً جداً من راتبة عند التقاعد مهما كانت خدمته وصحيفة المناطق والمتحدث حقها بحث عن الشهرة على حساب التلاعب في مشاعر اخوانا العسكريين وواضح من كلامة انه ماهو فاهم وليس لديه معلومة حقيقية,بس واحد يشرح لي كيف تضاف البدلات للراتب الأساسي، كمثال بسيط بدل تأهيل للجامعي 10٪ وراتب الملازم الأساسي مثلاً 7000 هل يصير راتبه الأساسي 7700؟ طيب بعدين نقلوه للشرطة العسكرية واستحق بدل 25٪ يحسب كيف؟؟؟ من الأساسي الأساسي ولا الأساسي فقط؟ ثم بعد ذلك ماذا سيسمى الراتب بعد إضافة بدل الشرطة؟ هل سيصبح أساسي الأساسي الأساسي؟؟؟؟ من جد لخمة مطالب العسكرين لم تكن هذه، فمطالبهم هي ضم تلك البدلات عند التقاعد للراتب الأساسي الأخير، وبذلك يستفيد عند التقاعد، فهو يعاني من ضياع نسبة كبيرة جداً جداً من راتبه عند التقاعد مهما كانت خدمته، وصحيفة المناطق والمتحدث حقها بحث عن الشهرة على حساب التلاعب في مشاعر إخوانا العسكريين، وواضح من كلامه أنه ما هو فاهم وليس لديه معلومة حقيقية.
مايصلح ألوانه صارخة مرة مايسوى 70 ريال لليلة.,ما يصلح ألوانه صارخة مرة ما يسوى 70 ريال لليلة.
"لا تستطيع تمنع ال المشركين من الذهاب إلى إيران لأنهم ببساطة يؤمنون إيمان قاطع أن إيران هي قبلتهم الدينية الأولى ال يصلون ويسبحون بحمد الملالي وقبور الميتين في تلك الأراضي المنجسة لا ننسى كذلك انهم يذهبون لممارسة الدعارة في "" إيران "" تحت مسمى "" المتعة "" المدعومة دينيا في عقيدة ال المشركين المخنثين ال لا تعني لهم شيئ مكة المكرمة فهم لا يأتون إلى مكة المكرمة إلا تعكير الصفوا ومزاحمة المسلمين فقط يتلقون تعاليم شعائرهم الشركية الضالة من كبار المشركين أصحاب العمائم في إيران وكذلك المشركين ال يتدربون في إيران على خيانة وكراهية المسلمين","لا تستطيع أن تمنع آل المشركين من الذهاب إلى إيران لأنهم ببساطة يؤمنون إيماناً قاطعاً أن إيران هي قبلتهم الدينية الأولى التي يصلون ويسبحون بحمد الملالي وقبور الميتين في تلك الأراضي المنجسة. لا ننسى كذلك أنهم يذهبون لممارسة الدعارة في ""إيران"" تحت مسمى ""المتعة"" المدعومة دينياً في عقيدة آل المشركين المخنثين الذين لا تعني لهم مكة المكرمة شيئاً، فهم لا يأتون إلى مكة المكرمة إلا لتعكير الصفو ومزاحمة المسلمين فقط، يتلقون تعاليم شعائرهم الشركية الضالة من كبار المشركين أصحاب العمائم في إيران، وكذلك المشركين الذين يتدربون في إيران على خيانة وكراهية المسلمين."
مالك الا الشرطة صحيح ماهي جهة اختصاص ولكن لو كلمت العسكري بشكل ودي يمكن يرافقك ويرجع حقك اما وزارة التجارة فتروح المعاملة مرداد وسرداد اليين ماينتهي الضمان وانت تصور معاها,مالك إلا الشرطة، صحيح ماهي جهة اختصاص ولكن لو كلمت العسكري بشكل ودي يمكن يرافقك ويرجع حقك، أما وزارة التجارة فتروح المعاملة مرداد وسرداد إلى أن ينتهي الضمان وأنت تصور معاها.
اختي الكريمه يبدو انك توهقتي بموضوعك اللي يده في الماء ليس كمن يده في النار لو جرفت المياه امام عينيك احد اطفالك او والدتك او غالي عليكي لا سمح الله ماكان هذا رايك ومن قال انه لا يجب ان نعرف بل يجب ويجب ايضا التشهير بهم ومعاقبتهم علنا ليكونو عبرة لغيرهم ارواح الناس ماهي لعبه,أختي الكريمة، يبدو أنك توّهقتِ بموضوعك، اللي يده في الماء ليس كمن يده في النار، لو جرفت المياه أمام عينيك أحد أطفالك أو والدتك أو غالي عليكي لا سمح الله ما كان هذا رايك، ومن قال إنه لا يجب أن نعرف، بل يجب ويجب أيضاً التشهير بهم ومعاقبتهم علناً ليكونوا عبرة لغيرهم، أرواح الناس ماهي لعبة.
هذا هو السؤال .. قريشات المسلمين عسى مايجيها طشاش !!,هذا هو السؤال... قريشات المسلمين عسى ما يجيها طشاش!!
إذا هذا تصرف من قياديين في الهيئة التي تأمر بل وتأمر بلأمر بالمعروف والنهي عن المنكر فماذا نقول عن بقية موظفي القطاعات الأخرى...؟؟؟؟ واحد يتجاوز في أموال الدولة.... وواحد تارك عملة وشغال في زواج المسيار.... يعني يتبعون شهوات الدنيا ومهمتهم هي محاربة شهوات الدنيا .... لا يطلعلي واحد مزبد ومرعد ويقول أنت ضد رجال الحسبة فأنا لست ضدهم بل أنا أعتبر أن رجل الحسبة أشد إجراما ومعصية عن غيرة إذا أستحل مال المسلمين وأحل لنفسة مال محرما.. وضد من أتبعى هوى نفسة من رجال الهيئة وأصبح يتبع شهواته بزواج المسيار وترك العمل في سبيل ذلك والتغيب عن أداء الأمانة التي أوكلت له ويتقضى مقابلها المال وأصبح يتقاضى مرتبة بدون وجه حق .... هل يطلق على هؤلاء رجال حسبة...؟؟؟؟ بل هؤلاء هم الخونة الذين يخادعون الله وهم في الواقع يخادعون أنفسهم ومجتمعهم فيجب أن تغلظ عليهم العقوبة ويجب أن يشهر بهم حتى لا ينخدع الناس بهم .... ذكروني بالقاضي الي في القصيم .... ذكروني بالقاضي وكتاب عدل الي في جدة الي في السجن الى الآن.... ذكروني بالقاضي المسحور في المدينة .... هذولا الي ندري عنهم ولا أعلم هل في الخفاء شيئ لا نعلم عنه الله يستر الله يستر الله يستر.... زمن الله يكفينا شرة وبدأت تنفقد الثقة وللأسف حتى في رجال الحسبة....,إذا كان هذا تصرف من قياديين في الهيئة التي تأمر بل وتأمر بالأمر بالمعروف والنهي عن المنكر، فماذا نقول عن بقية موظفي القطاعات الأخرى...؟؟؟ واحد يتجاوز في أموال الدولة.... وواحد تارك عمله وشغال في زواج المسيار.... يعني يتبعون شهوات الدنيا ومهمتهم هي محاربة شهوات الدنيا .... لا يطلع لي واحد مزبد ومرعد ويقول أنت ضد رجال الحسبة، فأنا لست ضدهم، بل أنا أعتبر أن رجل الحسبة أشد إجراماً ومعصية عن غيره إذا استحل مال المسلمين وأحل لنفسه مالاً محرماً.. وضد من اتبع هوى نفسه من رجال الهيئة وأصبح يتبع شهواته بزواج المسيار وترك العمل في سبيل ذلك والتغيب عن أداء الأمانة التي أوكلت له ويتقاضى مقابلها المال وأصبح يتقاضى مرتباً بدون وجه حق .... هل يطلق على هؤلاء رجال حسبة...؟؟؟ بل هؤلاء هم الخونة الذين يخادعون الله وهم في الواقع يخادعون أنفسهم ومجتمعهم، فيجب أن تغلظ عليهم العقوبة ويجب أن يشهر بهم حتى لا ينخدع الناس بهم .... ذكروني بالقاضي الذي في القصيم .... ذكروني بالقاضي وكتاب عدل الذي في جدة الذي في السجن إلى الآن.... ذكروني بالقاضي المسحور في المدينة .... هؤلاء الذين ندري عنهم ولا أعلم هل في الخفاء شيء لا نعلم عنه، الله يستر الله يستر الله يستر.... زمن الله يكفينا شره وبدأت تنعدم الثقة وللأسف حتى في رجال الحسبة....
لي 20 سنه اقول باحسبها ولاعمري حسبتها اصرف الملطوش واذا خلص ابيع من خسائر الاسهم بخساره ثانيه,لي 20 سنة أقول باحسبها ولا عمري حسبتها، أصرف الملطوش وإذا خلص أبيع من خسائر الأسهم بخسارة ثانية.
الحل يثمن البيت ويخرج من قيمته الجزء الخاص بالعجوز المروحة ويعطونها حقها ويرزقهم الله,الحل يثمن البيت ويخرج من قيمته الجزء الخاص بالعجوز المروحة ويعطونها حقها ويرزقهم الله.
ربما السر في صيغة السوال! اظن انك تقصد ان النساء اطول اعمار من الرجال اما الموت في الحوادث فهي اجال مقدرة من الخالق سبحانه وتعالى,ربما السر في صيغة السؤال! أظن أنك تقصد أن النساء أطول أعماراً من الرجال، أما الموت في الحوادث فأجل مقدر من الخالق سبحانه وتعالى.
يظل العقل حائرا امام هذه العظمة .. امام هذه القدرة العجيبة.. امام هذه الدقة الساحرة.. الدقه المعجزة .. ليتأمل ذلك الفعل .. ليس أي عقل ..!!؟ يتأمل .. يتفكر.. ينظر.. ويرى .. فيقرر.. ( فلما تبين له قال اعلم ان الله على كل شيء قدير ).,يظل العقل حائراً أمام هذه العظمة... أمام هذه القدرة العجيبة... أمام هذه الدقة الساحرة... الدقة المعجزة... ليتأمل ذلك الفعل... ليس أي عقل!!؟ يتأمل... يتفكر... ينظر... ويرى... فيقرر... (فلما تبين له قال أعلم أن الله على كل شيء قدير).
الان حمص االمحاصره الان ابطال الجيش الحر يقاومون عصابات الاسد التي تحاول اقتحام بععض الاحيااء من 7 جهات ومعارك عنيفه في جميع الموقع,الآن حمص المحاصرة، الآن أبطال الجيش الحر يقاومون عصابات الأسد التي تحاول اقتحام بعض الأحياء من 7 جهات، ومعارك عنيفة في جميع المواقع.
يعني البنوراما كوري :4:,يعني البانوراما كوري :4:
"رغم اني نصراوي الا اني والله لاأحب ولا اكره لا النصر ولا الهلال بس حبيت اني امزح معاك , وللعلم فقط الكرة السعودية عندي انتهت بعد ثمانية المانيا , يعني لو رسمنا تاريخ السعودية بطريق التشارتات والتحليل الفني نجد ان ثمانية المانيا كانت نقطة مقاومة قوية نزلنا منها بشكل راسي , وأعتقد انها تشبه 21000 نقطة في الاسهم , بعدها جاء ارتداد وهمي تمثل في سهم قصدي فريق الاتحاد ثم هوى مرة اخرى وسيهوي الى مكان سحيق , تذكر كلامي , الكرة السعودية انتهت , رغم الجماهير الكبيرة التي بصراحة لايستحقها لاهلال ولا نصر ,اخصهم بالذكر لأنهم الاكبر قاعدة جماهيرية بالمملكة , وحتى المنتخب لايستحق وقفة الجمهور لأن الانتكاسة بدأت منه وبسببه , تقبل مداخلتي بروح رياضية , السعودية",رغم أني نصراوي إلا أني والله لا أحب ولا أكره لا النصر ولا الهلال، بس حبيت إني أمزح معاك، وللعلم فقط الكرة السعودية عندي انتهت بعد ثمانية ألمانيا، يعني لو رسمنا تاريخ السعودية بطريق التشارتات والتحليل الفني نجد أن ثمانية ألمانيا كانت نقطة مقاومة قوية نزلنا منها بشكل عمودي، وأعتقد أنها تشبه 21000 نقطة في الأسهم، بعدها جاء ارتداد وهمي تمثل في سهم قصدي فريق الاتحاد ثم هوى مرة أخرى وسيهوي إلى مكان سحيق، تذكر كلامي، الكرة السعودية انتهت، رغم الجماهير الكبيرة التي بصراحة لا يستحقها لا الهلال ولا النصر، أخصهم بالذكر لأنهم الأكبر قاعدة جماهيرية بالمملكة، وحتى المنتخب لا يستحق وقفة الجمهور لأن الانتكاسة بدأت منه وبسببه، تقبل مداخلتي بروح رياضية، السعودية.
هذا الصواب وهو في الصحيحين عن أبي هريرة عن النبي صلى الله عليه وسلم: أن رجلا رأى كلبا يأكل الثرى من العطش، فأخذ الرجل خفه، فجعل يغرف له به حتى أرواه، فشكر الله له فأدخله الجنة. وروى الشيخان كذلك عن ابن عمر رضي الله عنهما أن رسول الله صلى الله عليه وسلم قال: عذبت امرأة في هرة حبستها حتى ماتت جوعا فدخلت فيها النار.... الحديث,هذا صواب وهو في الصحيحين عن أبي هريرة عن النبي صلى الله عليه وسلم: أن رجلا رأى كلبا يأكل الثرى من العطش، فأخذ الرجل خفه، فجعل يغرف له به حتى أرواه، فشكر الله له فأدخله الجنة. وروى الشيخان كذلك عن ابن عمر رضي الله عنهما أن رسول الله صلى الله عليه وسلم قال: عذبت امرأة في هرة حبستها حتى ماتت جوعا فدخلت فيها النار.... الحديث
ههههه طيب انتبهي الدعاء اذا كان ظلم ممكن ينقلب على صاحبه .... عموما الله يسامحك ....لكني مصر و لا زلت اقول ((منطقك اعوج و دفاعك غبي )) و عادي ادعي الدعاء عباده لأنه يتضمن انك مؤمن بقدرة الله و سماعه لك و لكن انا ما همني دعائك لأني اعرف انه باطل و بدون حق_ و لأني اعرف انه استجابة الدعاء على شخص ليست مرتبطه بوجهت نظرك او برغبتك بل مرتبطه بأرادة الله _و مع ذلك لن ادعو من الله ان يرجع عليك ما دعيت به فالموضوع اقل من ذلك بكثير بل اقول الله يسامحك و يهديك و يجعل حبك لدينك و لما يحب الله و بغظك لما بيغض الله و يحررك من عنصريتك .,هههه طيب انتبهي الدعاء إذا كان ظلم ممكن ينقلب على صاحبه .... عموما الله يسامحك ....لكني مصر ولا زلت اقول ((منطقك اعوج و دفاعك غبي )) و عادي ادعي الدعاء عباده لأنه يتضمن انك مؤمن بقدرة الله و سماعه لك و لكن انا ما همني دعائك لأني اعرف انه باطل و بدون حق_ و لأني اعرف انه استجابة الدعاء على شخص ليست مرتبطه بوجهت نظرك او برغبتك بل مرتبطه بأرادة الله _و مع ذلك لن ادعو من الله ان يرجع عليك ما دعيت به فالموضوع اقل من ذلك بكثير بل اقول الله يسامحك و يهديك و يجعل حبك لدينك و لما يحب الله و بغضك لما يبغض الله و يحررك من عنصريتك .
طيب صحيفه تصدر من لندن وليست سعوديه بالاصل ليه البعض يحاول يربطها فينا,طيب صحيفة تصدر من لندن وليست سعودية بالأصل ليه البعض يحاول يربطها فينا.
اهلا وسهلا اخي الكريم وعلى قول البعض (اللهم لاجدل) وانما هو نقاش ودي 1- اصحابك اللي نهوك عن لمس النساء وترنحو بعدها ليسوا مقياسا للاسلام والرأي .. فمافعلوه امر شخصي ولاله علاقه بنقاشنا .. 2- شرحك للزميله الاجنبيه منطق الاسلام في منع التدرج امر بدهي ..فانت تدرس -حينها - طب ولست عامي جاهل : ) 3- الاخت المسلمه اللي تبي تصافحك ثم تسولف لك عن مقارنه بين ( يدها وصدرها ) قليله ادب وقليله دين وليست مقياس .. والا فحتى ابليس يعلم ان انقاذ الحياه يوجب اكثر من ذلك ومنطقها عوج لذلك لاحكم على الاراء السقيمه عموما منطقك جيد .. ولست هنا في مقام الحكم عليك حفظكم الله ولكن من باب الانطباع المباشر .. تحياتي واحترامي لوعيك,أهلا وسهلا أخي الكريم، وعلى قول البعض (اللهم لا جدل) وإنما هو نقاش ودي 1- أصحابك اللي نهوك عن لمس النساء وترنحوا بعدها ليسوا مقياساً للإسلام والرأي... فمافعلوه أمر شخصي ولاله علاقه بنقاشنا... 2- شرحك للزميلة الأجنبية منطق الإسلام في منع التدرج أمر بدهي...فأنت تدرس -حينها- طب ولست عامي جاهل : ) 3- الأخت المسلمة اللي تبي تصافحك ثم تسولف لك عن مقارنة بين ( يدها وصدرها ) قليلة أدب وقليلة دين وليست مقياس... وإلا فحتى إبليس يعلم أن إنقاذ الحياة يوجب أكثر من ذلك ومنطقها عوج لذلك لاحكم على الآراء السقيمة عموما منطقك جيد... ولست هنا في مقام الحكم عليك حفظكم الله ولكن من باب الانطباع المباشر... تحياتي واحترامي لوعيك
