Original_Dialect,MSA_conversion
مش عارف إذا كان عندي وقت عشان أسجل للغة الايطالية,يكفيك الانجليزية و الفرنسية
بيكفيك الانجليزية و الفرنسية,لا يوجد إختبار مستوى
ما فيش إختبار مستوى,لو نجتاز إختبارا  لأجبنا جميعا بعشوائية
لو نعدي إختبار لخبصنا فيه,الجميع يحصل على مرتباته إلا أنا
الكل بياخدوا مرتباتهم إلا أنا,الجميع يحصل على مرتباته إلا أنا
امي أنا حاليا بستنى المنحة و ما بستناهم,أمي أنا حاليا أنتظر المنحة و لا أنتظرهم
قديش قيمة المنحة في الماجستير يا سارة,كم قيمة المنحة خلال الماستر يا سارة
أخذت منحة يا سارة,تحصلت على منحة يا سارة
اه من زمان كتير,نعم منذ زمن طويل
اه من زمان كتير,أنا لم أحصل عليها، أو ربما ألغوها
أنا ما أخدتهاش أو يمكن لغوها,لا، أنا لا أعتقد ذلك إذهب و استفسر عن الأمر
لا أنا ما اظنش هيك روح و استفسر عن الموضوع,أنت تطلبين مني أن أفعل كذلك الرجل الذي قالوا له إما أن تدفع مليونين أو أن نحجز الحمار
انت بتطلبي مني أعمل هيك الزلمة اللي قالوله يا إما بتدفع مليونين أو حنحجز الحمار,باع الحمار بخمسة آلاف دينار و أضاف لها خمسه عشرة ألف دينار و دفع الغرامة
باع الحمار بخمسة آلاف دينار و زادلها خمسطعشر ألف دينار و دفع الغرامة,باع الحمار بخمسة آلاف دينار و أضاف لها خمسه عشرة ألف دينار و دفع الغرامة
و هي روحتك إلى باتنة حيكلفك خمسة آلاف دينار,و هل ذهابك إلى باتنة سيكلفك خمسة آلاف دينار؟
بتعرف ايش هو أكتر اشي حز في نفسي لما أجلوا المناقشة,أتعلم ماهو أكثر شيء حز في نفسي عندما أجلوا المناقشة
حز في نفسي صحن الحمص بعدين العزومة عالمطعم,حز في نفسي طبق الحمص ثم الدعوة إلى المطعم
و انت كنت بتفكري انه حيشتريلك صحن الحمص بعدين حيعزمك عالأكل معنا في المطعم,و هل كنت تعتقدين أنه سيشتري لك طبق الحمص ثم يدعوك إلى الطعام معنا في المطعم
و انت كنت بتفكري انه حيشتريلك صحن الحمص بعدين حيعزمك عالأكل معنا في المطعم,بالطبع
طبعا,بل ينوي أن يضعك عند بائع الحمص و من ثمة نذهب نحن إلى المطعم
هو ناوي انه يحطك عند بياع الحمص و بعدين نروح احنا عالمطعم,حسبما أرى يا أسامة أننا سنذهب معك و لكنك تهتم بالبعض و البعض لا
زي ما أنا شايف يا أسامة حنروح معك بس انت بتهتم بشوي وشوي لا,أعطيني علبة السكر
أعطيني علبة السكر,أعطيني علبة السكر
ميمي مرري علبة السكر لإمي,ميمي مرري علبة السكر لأمي
على فكرة الامتحانات حتكون في شهر شباط,على فكرة الامتحانات ستكون في شهر فيفري
اليوم شميت نفسي,اليوم تنفست الصعداء
ايش اللي بتقصديه كيف هيك,ما الذي تقصدينه؟ كيف ذلك؟
ايش اللي بتقصديه كيف هيك,ما الغريب في ذلك؟
ايش الغريب في هيك,عادي
عادي,كنت أخشى أن توافق المناقشة
كنت خايف انه توافق على المناقشة,آه حسنا
آه طيب,آه حسنا
بس في المرة الجاية مش حيروح معه حدا حيروح و يناقش و يجي,لكن في المرة القادمة لن يذهب معه أحد ، سيذهب و يناقش و يأتي
و ايش صار بصحن الحمص,و ماذا عن طبق الحمص؟
يجيبلكلك اياه في علبة,يحضره لك في علبة
بتقول بيلي انها حضرتله الحلو و اشترت الشوكلاطة,تقول بيلي أنها حضرت له الحلوى و اشترت الشوكلاطة
بتقول بيلي انها حضرتله الحلو و اشترت الشوكلاطة,أما الشكولاطة فيمكن أن تحتفظ بها
أما الشكولاطة فممكن تحتفظ فيها,و ماذا عن الحلويات التي حضرناه؟ هل نأكلها؟
و ايش صار في الحلويات اللي حضرناها نأكلها,يالك من طماعة
شو انك طماعة,و تستطعين ذلك
و بتقدري عهيك,و تستطعين ذلك
و ليش لا,و لم لا
هي حلوة,إنها حلوة
و هو حآكلها مرة وحدة,و هل سآكلها مرة واحدة
إحفظوها و حنحتاج نستعملها بعد ثلاث سنين إن شاء الله,إحفظوها و سنستعملها بعد ثلاث سنوات إن شاء الله
إحفظوها و حنحتاج نستعملها بعد ثلاث سنين إن شاء الله,عندما يناقش سنقدمها إلى الجيران
لما يناقش حنقدمها للجيران,إتصلت بي منال و سألتني:  ألم تذهبي مع أسامة؟ أقصد حسام فهي تناديه حسام
إتصلت فيا منال و سألتني انت ما روحتيش مع أسامة قصدي حسام ما هي بتناديه حسام,صدقوني أني ذهبت اليوم إلى الجامعة رغما عني
صدقوني اني رحت اليوم عالجامعة غصبا عني,عندما تذكرت كدت أبكي
لما تذكرت قربت أعيط,عندما تذكرت كدت أبكي
خططنا اشي و ما صارش,برمجنا شيئا و لم يحصل
و أنا اللي وقفت الباص عشانك,و أنا الذي أوقفت الحافلة من أجلك
ليش رجعت,لماذا عدت؟
نسيت بطاقة المواصلات,نسيت بطاقة النقل
نسيت بطاقة المواصلات,حمدا لله أني عدت
الحمد لله اني رجعت,و الفضل يعود لصباح
و الفضل بيرجع لصباح,عندما عدت قلت لها أنظري ما فعلت بي يا صباح ، كدت أضيع الحافلة
لما رجعت قلتلها شوفي ايش عملتي فيا يا صباح كنت حأضيع الباص,ركبت دون بطاقة و أنت جعلتني أركض منذ الصباح
ركبت بدون بطاقة و أنت خليتيني أجري من الصبح,ركبت دون بطاقة و أنت جعلتني أركض منذ الصباح
هما كذابين يطلعوا كلهم,إنهم كاذبون، يصعد الجميع
هداك اليوم قاله طلحي هذا اللي بيساويه إحترامك,ذلك اليوم قال له طلحي هذا ما يساويه إحترامك
هذا هو,هذا هو
بيخليك آخر واحد تركب و بيطلب منك تستنى و بيحاول إهانتك,يجعلك آخر من يركب و يطلب منك الانتظار و يحاول إهانتك
بيخليك آخر واحد تركب و بيطلب منك تستنى و بيحاول إهانتك,أقصد إحترم نفسك، هذا لا شيء
قصدي إحترم حالك هذا ولا اشي,بثلاثة عشرة ألفا لا يمكنك حتى أن تشتري له فنجان قهوة
ثلاثطعشر ألف مش ممكن حتى أنك تشتريله فنجان قهوة,أضف إلى ذلك أنها تأمين
زيد على هيك انها تأمين,و ما أراحني أنني نزلت بهدوء
وأنا ايش اللي ريحني نزلت بشويش,و ما أراحني أنني نزلت بهدوء
انت,أنت
قلت انه صاحبات ومش حيقولوله حيرفض انه يوقفلهم,قلت أن صديقاتي لن يقلن له ، سيرفض أن يتوقف لهن
ما بتحبوش أصلا,لا يحببنه أصلا
لا هو سيء ما حدش بيكلمه,لا إنه سئ الطبع، لا أحد يكلمه
لا هو سيء ما حدش بيكلمه,أنا أكره ذلك الشخص
أنا بكره هاداك الشخص,هل هو نفس السائق من العام الماضي
هو نفس السواق من السنة اللي فاتت,نعم
اه,لا إنه واحد آخر
لا هذا واحد تاني,لا إنه واحد آخر
مش كيمو,ليس كيمو
كنت أقولك كان بدي أوقفه عشانك فكرتك أجيتي,كنت أقول لك أردت أن أوقفه لأجلك ظننتك آتيا
قلتله وقف شوي هيو جاي,قلت له توقف قليلا، إنه قادم
لا يا أختي أنا بأشتغل,لا يا أختي أنا أعمل
لا يا أختي أنا بأشتغل,لم أنتبه لنفسي فقلت يا إلهي سيضيع أسامة الحافلة
ما أنتبهتش لحالي فقلت يا الله حيضيع أسامة الباص,يا إلهي ماذا فعل بي منذ الصباح
يا الله ايش عمل فيا من الصبح,البنات يروين لي ما حدث،  المسكينة ميمي،  كل من أصعد معها تروي لي ما حدث
البنات بيحكولي اللي صار المسكينة ميمي كل من أطلع معها تحكيلي اللي صار,أتعلم كدت أموت من الخجل، أقام الدنيا ، أما الذكور صاروا ينظرون فقط،  قالوا له :ماذا قالت لك؟
بتعرف قربت أموت من خجلي قوم الدنيا أما اللي ما بتسمى صاروا يطلعوا بس قالوله ايش قالتلك,أتعلم كدت أموت من الخجل، أقام الدنيا ، أما الذكور صاروا ينظرون فقط،  قالوا له :ماذا قالت لك؟
عدي متت خجل,كدت أموت خجلا
أنا ما بعرفش عندك من الصبح بتحاولي تخربي يومي,أنا لا أعمل عندك منذ الصباح تحاولين افساد يومي
هذا مش معقول,هذا غير معقول
أقسم بالله,أقسم بالله
أقسم بالله,ذلك الذي يقود
هداك اللي بيسوق,توقفي عن ذلك
بيكفي تعملي هيك,صدقني مثلما أقول لك
صدقني زي ما بقولك,لو كنت محلك لقلت له أنا لم أوجه الكلام إليك
لو كنت محلك لقلتله أنا ما وجهتش الكلام إلك,لو كنت محلك لقلت له أنا لم أوجه الكلام إليك
أقسم اني ما كنتش بكلمه,أقسم أني لم أكن لأكلمه
لا أنا ما قلتلك نص ساعة أو ساعة كل القصة دقيقة,لا أنا لم أقل لك نصف ساعة أو ساعة كل القصة دقيقة
بتعرفي امتى بيصلوا على البوني على السبعة و عشرين دقيقة لساتها الكلاب بتحوم,أتعلمين متى يصلون إلى البوني ؟على السابعة و عشرين دقيقة ، لازالت الكلاب تجول
لسة ما وصلت الشرطة,أعوان الأمن لم يصلوا بعد
لسة ما وصلت الشرطة,منذ أيام قلت: لعزو يا إلهي إنها السابعة و عشرون دقيقة  ما يزال الوقت مبكرا جدا
من كذا يوم قلت لعزو يا الله هيها سبعة و عشرين لسه الوقت بدري كتير,قلت له تعال معي نتناول القهوة في المقهى
قلتله تعال معي نشرب قهوة في القهوة,لكن كما تعلمين فعزو لايزال صغيرا
بس زي ما بتعرفي فعزو لساته صغير,قال لي،  لا يجب أن أذهب إلى المدرج و أحجز مكانا
قالي مش لازم اني أروح للمدرج و أحجز مكان,قال لي،  لا يجب أن أذهب إلى المدرج و أحجز مكانا
قلتله انت جدي لسه المدرج مسكر,قلت: له هل أنت جاد؟ مازال المدرج مغلقا
مزبوط احنا بنصل قبل الشرطة,صحيح فنحن نصل قبل عون الأمن
بس اللي بيخص طلبة الطب فمعه حق,لكن فيما يخص طلبة الطب فمعه حق
بيقولي عزو انه لما يصل على السبعة و نص بيلاقي المحافظ حاجز نص المدرج,يقول لي عزو أنه عندما يصل على السابعة و النصف يجد نصف المدرج محجوزا بالمحافظ
بيقولي عزو انه لما يصل على السبعة و نص بيلاقي المحافظ حاجز نص المدرج,في يوم من الأيام يا أمي حدث ذلك لأسماء
في يوم من الأيام يما صار هيك لأسماء,هم أيضا من حجر الديس أي أنها قريبة
هم كمان من حجر الديس يعني قريبة,تصل خلال عشرين دقيقة
بتصل خلال عشرين دقيقة,و كان  الشتاء،  و الجو بارد
و كانت السقعة في الشتا,و كان  الشتاء،  و الجو بارد
لما وصلت رحت و وقفت قدام القاعات اللي بندرس فيها,عند وصولها ذهبت و وقفت أمام القاعات التي ندرس فيها
الجو ساقع,الجو بارد
و كانت لابسة طاقية و الدنيا عتمة عشان الغيوم,و كانت ترتدي قبعة و الجو مظلم بسبب الغيوم
لما وصل عصام بعدها قالها صدقيني فكرتك شرطة,عندما وصل عصام بعدها قال لها صدقيني حسبتك عون الأمن
لما وصل عصام بعدها قالها صدقيني فكرتك شرطة,السائق الآخر أيضا كان يوصلنا بسرعة البرق
السواق التاني كمان كان يوصلنا بسرعة البرق,و ينزلنا في نصف الطريق السريع
و يحطنا في نص الطريق السريع,قبل أن أنسى،  تلك الفتاة التي طلبت مني أن أسأل  عنها ويدة ، تبلغك السلام يا أمي
قبل ما أنسى هديك البنت اللي طلبت مني اني أسأل ويدة عنها بتبلغك السلام يما,ما اسمها؟
ايش إسمها,ما اسمها؟
مش عارفة,لا أعرف
ويدة ما بتحكي مع حدا غيرك,إن ويدة لا تكلم أحدا غيرك
بتدرس مع ويدة أخت نورة,تدرس مع ويدة أخت نورة
اه,نعم
اه,آه هذا رائع
آه هذا روعة,جاءتني هذا الصباح في الحافلة ، و أخبرتني
أجتني اليوم الصبح في الباص و قالتلي,قلت لها في المرة القادمة أحضريها معك
قلتلها في المرة الجاية جيبيها معك,يا إلهي أحضرها أنت ،كيف تحضرها هي؟
يا الله أجيبها انت كيف تجيبها هي,يا إلهي أحضرها أنت ،كيف تحضرها هي؟
انتو جيبوها,أنتم أحضروها
روح انت و البنات و جيبوها,إذهب أنت و البنات و أحضروها
حأتصل بزهية و أقولها اني عرفت انه بنتك بتدرس هان خليها تيجي مع البنات لهان من فترة تانية,سأتصل بزهية و أقول لها أني عرفت أن ابنتك تدرس هنا دعيها تأتي مع البنات إلى هنا من  فترة لأخرى
هدول عيلة طورش,إنهم  من عائلة طورش
هدول عيلة طورش,تنطقها أمي بطريقة خاصة جدا
تنطقها إمي بطريقة خاصة كتير,كل شيء في أمي جميل
كل اشي في مام خلو,في الصباح كان بعض المتقاعدين الناطقين بالفرنسية يتحدثون فقال له هذا فرجيني فقلت في نفسي ماذا يقصد بهذا
في الصبح كان شوية من المتقاعدين المفرنسين بيحكوا فقاله هذا فرجيني فقلت لحالي ايش بيقصد بهذا,لكن فهمت فيما بعد أنه يقصد ورجيني
بس فهمت بعدين انه قصده ورجيني,لكن فهمت فيما بعد أنه يقصد ورجيني
هو مزبوط يا أسامة انه سلو كانوا بيعيشوا في النرويج,هل صحيح يا أسامة أن سلو كانوا يعيشون في النرويج؟
آه سلو أنا بعرفه بس ما بعرفش قصته,آه سلو ، أنا أعرفه لكن لا أعرف حكايته
مين هذا اللي كان يعيش في النرويج,من هذا الذي كان يعيش في النرويج
في مرة سأله لقريعي ليش رجعتوا,ذات مرة سأله لقريعي: لماذا عدتم؟
في مرة سأله لقريعي ليش رجعتوا,أنت تعرفين أمينة بواسطية شعرها خفيف و أملس
انت راح تعرفي أمينة بشعرها الخفيف و الأملس,نعم أعرفها، إنها تشبه الصينيات
اه بعرفها بتشبه الصينيات,أخوات ربيعة و زوجة أخيهن قصصن شعرهن بطريقة جميلة ، على الموضة
خوات ربيعة و مرت أخوهم قصن شعرهن بطريقة حلوة على الموضة,قصير من الأمام ثم يطول
قصير من قدام بعدين بيبدأ يطول,قصير من الأمام ثم يطول
قلتلها آه لو تعرفي يا أمينة ايش اللي حيصير لو قصيت شعري بنفس الطريقة,قلت لها:  آه لو تعلمين يا أمينة ما سيحدث لي لو قصصت شعري بنفس الطريقة
خاصة إذا بديت أعرق مش هيك يما,خاصة إذا ما بدأت بالتعرق،  أليس كذلك يا أمي؟
يبدأ يطلع لفوق,يبدأ بالصعود إلى الأعلى
بطير شبيهة برونالدينيو,تصبح شبيهة برونالدينيو
بطير شبيهة برونالدينيو,يقولون أن كريستيانو رونالدو سيطلق أول ألبوم له
بيقولوا انه كريستيانو رونالدو حيطلع أول ألبوم له,ماذا؟
ايش,أؤكد لكم
بأكدلكم,يقولون أنه بدأ بالغناء
بيقولوا انه بدأ يغني,يقولون أنه بدأ بالغناء
مش معقول,غير معقول
عن أي رونالدو بتحكوا البرازيلي وإلا البرتغالي,عن أي رونالدو تتكلمون البرازيلي أم البرتغالي
لا البرتغالي,بل البرتغالي
نجم إعلان شامبو الشعر,نجم إشهار غسول الشعر
نجم إعلان شامبو الشعر,أسامة تعالى  لأسألك،  متى يكون الثلث الأخير من الليل؟
أسامة تعالى أسألك امتى بيكون الثلث الأخير من الليل,أحسبي بمفردك
احسبي لحالك,سأقول لك
حأقولك,أحسبي فرق الساعات بين آذان العشاء و آذان الصبح ثم اقسمي المجموع على ثلاثة و ستحصلين على النتيجة
احسبي فرق الساعات بين آذان العشاء و آذان الصبح بعدين قسمي المجموع على ثلاثة و حتلاقي النتيجة,أحسبي فرق الساعات بين آذان العشاء و آذان الصبح ثم اقسمي المجموع على ثلاثة و ستحصلين على النتيجة
قلي وبس,قل لي فحسب
احسبيها و حتلاقي النتيجة,احسبيها و ستحصلين على النتيجة
حلوين,إنهم وسيمون
قديش عمره يا سارة,كم عمره يا سارة
قديش عمره يا سارة,إنه صغير جدا
هو صغير كتير,أظن أنه يجتاز شهادة المتوسط هذا العام
أظن عنده شهادة اعدادي السنة,أضحكني منذ أيام،  قال لي:  أعطتني أستاذة اللغة الانجليزية ورقة الامتحان ، فقلت لها: أيعقل هذا يا سيدتي حفظت جميع دروسي و قمت بمحاولات للغش و تحركت في كل الاتجاهات ثم حصلت على ثمانية
ضحكني من كذا يوم قالي أعطتني أستاذة اللغة الانجليزية ورقة الامتحان فقلتلها هو معقول هذا يا سيدتي حفظت كل دروسي و قمت بمحاولات للغش و حركت في كل الاتجاهات بعدين أخدت تمنية,مؤكد أنه يتكلم مثل أخته
أكيد هو بيحكي زي أخته,مؤكد أنه يتكلم مثل أخته
مجنون,مجنون
طلع أبوك,خرج أبوك؟
قالي انه حيكون متشددا جدا في النقطة,قال لي أنه سيكون متشددا جدا في النقطة
مين زياني,من؟ زياني؟
مين زياني,لا بل ناجي
لا ناجي,كما قال لي الاستاذ مباركية: احذر من ذلك الاستاذ
زي ما قالي الاستاذ مباركية دير بالك من هداك الاستاذ,سألته: متى سنناقش المذكرة يا أستاذ؟ قال لي : اصبر قليلا
سألته امتى حناقش التقرير يا أستاذ قال لي اصبر شوي,لم يشأ أن يحدد لي تاريخا واضحا
ما رضيش انه يحددلي تاريخ واضح,لم يشأ أن يحدد لي تاريخا واضحا
لما حكيت اللي صارلي معه للأستاذ زياني قالي ما تضايق حالك,عندما رويت ما حدث لي معه للأستاذ زياني قال لي لا تزعج نفسك
حتناقش حتناقش,ستناقش ستناقش
قالي حأعملك اياها في يوم خمسطعش أو سطعش عطول بعد عطلة,قال لي سأجريها لك في الخامس عشر أو السادس عشر مباشرة بعد عطلة
بتعرفي ايش قالي,أتعلمين ماذا قال لي؟
بتعرفي ايش قالي,الشيء الذي أخرني هو سفر الأستاذ الآخر و لم يذكر ناجي أبدا
الإشي اللي أخرني هو سفر الأستاذ الثاني و ما ذكرش ناجي بالمرة,دليل على أنه ليس على وفاق مع ناجي
دليل على انه مش متصالح مع ناجي,هناك فهمت أن الوضع متأزم بينهم
هناك فهمت انه الوضع متأزم بينهم,أضف إلى ذلك أني عندما تكلمت مع الأستاذ بن جديد قال لي بأن الأستاذ زياني قال له بأنه تكلم مع الأستاذ ناجي و أن جوابه جاء سلبيا فلم يطل الحديث معه
زيد على هيك اني لما تكلمت مع الأستاذ بن جديد قالي انه الأستاذ زياني قاله إحكي مع الأستاذ ناجي و انه جوابه أجى سلبي فما طولش الحكي معه,أضف إلى ذلك أني عندما تكلمت مع الأستاذ بن جديد قال لي بأن الأستاذ زياني قال له بأنه تكلم مع الأستاذ ناجي و أن جوابه جاء سلبيا فلم يطل الحديث معه
أما أنا فما قليش حأتصل فيه بس قالي اتصل فيه لحالك,أما أنا فلم يقل لي سأتصل به بل قال لي:  اتصل به بنفسك
بتهيألي انه تضايق منه لما وعده بعدين أخلف,يبدو أنه قد انزعج منه حيث وعده ثم أخلف
صدقني يا أخي أسامة أنا ما ارتحتش لهداك الأستاذ من اول مرة,صدقني يا أخي أسامة أنا لم ارتح لذلك الأستاذ منذ الوهلة الأولى
مع انك كنت بتمدح فيه كتير لكن كنت دائما بحس بشيء غريب,رغم أنك كنت تطيل المديح فيه لكني كنت دائما أحس بشيء غريب
مع انك كنت بتمدح فيه كتير لكن كنت دائما بحس بشيء غريب,ثم لماذا يبغضه الجميع؟
بعدين ليش بيكرهه الكل,لا يعقل ذلك
مش معقول هذا,نعم معك حق في ذلك
اه معك حق في هيك,لا يعقل أن يكون طيبا و يكرهه الجميع
مش معقول انه يكون طيب و يكرهه الجكل,لا يعقل أن يكون طيبا و يكرهه الجميع
مش معقول,غير معقول
حتى الطلبة ما بيحبوه,حتى الطلبة لا يحبونه
إذا ليش اختاره,إذا لماذا اختاره؟
ما كنتش بعرف انه الأستاذ المشرف هو نفسه اللي بيختار أعضاء اللجنة,لم أكن أعرف أن الأستاذ المشرف هو نفسه الذي يختار أعضاء اللجنة
ما كنتش بعرف انه الأستاذ المشرف هو نفسه اللي بيختار أعضاء اللجنة,في الحقيقة هو الوحيد الذي اخترته أنا
الحقيقة هو الوحيد اللي اخترته أنا,رأيته على ذلك النحو،  قلت أنه سيساعدني ، قال لي:  أنت صديقي لا تقلق إخترني فحسب،  سأعد لك التقرير بسرعة
شوفته زي هيك قلت انه حيساعدني قالي انت صديقي ما تقلقش اخاترني وبس حأعملك التقرير بسرعة,ميمي مرري الإبريق لأمي
ميمي مرري الإبريق لإمي,ما فهمته الآن أن زياني معتمد على  قاوي و لا يعتمد على ناجي
ما فهمته الآن أن زياني معتمد فوي و ما بيعتمد على ناجي,ما فهمته الآن أن زياني معتمد على  قاوي و لا يعتمد على ناجي
بس لو يجي فوي,لو يأتي قاوي فحسب
أنا كمان بدي انه يجي هو,أنا أيضا أريده  أن يأتي
ما هو واحد متمكن من اختصاصه كمان لما ينتقدني حينتقدني بأشياء أستفيد منها أما ناجي فمش إختصاصه بالمرة حيبدأ ينتقد الغلاف و ترقيم الصفحات,فهو شخص متمكن ، و في اختصاصه كما أنه عندما ينتقدني سأستفيد من نقده،  أما ناجي،  فهذا ليس من إختصاصه أبدا ، سيبدأ بانتقاد الغلاف و ترقيم الصفحات
وين الطشط,أين الإناء؟
وين الطشط,إنه هنا
هيو هان,أين؟
وين,سأستعمله لدراسة اللغة العامية
حأستعمله عشان دراسة اللغة العامية,من بيتنا؟
من دارنا,من بيتنا؟
الموضوع ما بيتعلقش فيا وبس,الأمر لا يتعلق بي فحسب
إذا,إذا
هذا شغل للكل,إنه عمل للجميع
كل واحد في داره,كل في منزله
كل واحد في داره,أينما شيءت في المنزل أو في مكان آخر
وين ما بدك في الدار أو في مكان تاني,ما بك يا ميمي؟
ايش مالك يا ميمي,لا شيء
ولا اشي,إنها منزعجة بسبب هاتفها النقال
هي مزعوجة من جوالها,إنها منزعجة بسبب هاتفها النقال
معها حق,معها حق
أنت كمان صرخت في وجهها,أنت أيضا صرخت في وجهها
لما حكيتي انت ايش قلتيلها,عما تتحدثين ؟ ماذا قلت لها؟
قلتلها أف عليكو,قلت لها أف لكم
قلتلها أف عليكو,إذا أرادت أخذه فلتأخذه
إذا بدها تاخده فتاخده,لم عيناك حمروان؟ هل كنت تبكين؟
ليش عينيكي حمر انت كنت بتعيطي,لا هي عادية
لا هي عادية,أنا شبعت،  الحمد لله
أنا شبعت الحمد لله,أنا شبعت،  الحمد لله
إذا بدهاتعطيني المصاري و تأخذ هاداك النوكيا فتاخذه امتى ما بدها,إذا شاءت أن تعطيني النقود و تأخذ ذاك النوكيا فلتأخذه متى شاءت
و أعطيني الجوال الأحمر أستعمله مؤقت,و لتعطيني الهاتف الأحمر لأستعمله مؤقتا
بس هو خربان بالمرة,لكنه معطل تماما
أنت عنجد بتحكي,هل أنت جادة؟
أنت عنجد بتحكي,أؤكد لك أنه بلا صوت
بأكدلك انه بلا صوت,خردة ، في كل مرة يصمت
خردة في كل مرة بسكت,ينطفىء كل دقيقتين
بينطفي كل دقيقتين,سأحضر الفطائر هذا المساء
حأعمل الفطائر في المساء,سأحضر الفطائر هذا المساء
شوفتي ايش بيعملوا البنات النشيطات,أرأيت ما تفعله الفتيات النشيطات
هذا المساء حأعمله سواء كنت هان أو لأ,هذا المساء سأحضره سواء كنت هنا أم لا
بتعرفي يا خولة حورية علمتني طريقة لتقديم القهوة,أتعلمين يا خولة حورية علمتني طريقة لتقديم القهوة
قالتلي استخدميها عند استقبال الضيوف,قالت لي إستخدميها عند استقبال الضيوف
قالتلي استخدميها عند استقبال الضيوف,و كيف ذلك؟
وكيف هيك,قالت لي إنه تصميم جديد
قالتلي انه تصميم جديد,تضعين أمام كل شخص الكأس المنديل و فنجان الحليب و فنجان القهوة فارغين
بتحطي قدام كل واحد الكوباية منديل و فنجان الحليب و فنجان القهوة فاضيين,أنظري يا ميمي إنها مسابقة توظيف أعوان اداريين
شوفي يا ميمي هذه مسابقة توظيف مساعدين اداريين,أنظري يا ميمي إنها مسابقة توظيف أعوان اداريين
أتعلمين أن المساعد الاداري درج متدنية كتير,أتعلمين،  العون الاداري رتبة متدنية جدا
هي أقل من المتصرف الإداري,إنها أقل من المتصرف الإداري
عنجد,حقا
زيدي على هيك بتعرفي ايش,أضف إلى ذلك  أتعلمين
زيدي على هيك بتعرفي ايش,نسيت ما كنت سأقوله لك
نسيت اللي كنت حأقولك اياه,أعطيني علبة السكر يا سارة
أعطيني علبة السكر يا سارة,و أين هي السكرية؟
و وين هي السكرية,أخذها أبي
أخذها ابوي,أخذها أبي
ايش حتعملي عالغدا يا ميمي,ماذا ستحضرين للغداء يا ميمي؟
لسه مش عارفة,لازلت لا أعلم
ايش رايك تعملي الملوخية,ما رأيك في أن تحضري الملوخية؟
شوفتيني يا سارة بأطلب من ميمي شغلات صعبة,أرأيتني يا سارة أطلب من ميمي أشياء صعبة؟
شوفتيني يا سارة بأطلب من ميمي شغلات صعبة,لا أبدا على الاطلاق
لا أبدا بالمرة,لكن لا توجد لدينا ملوخية
بس ما عناش ملوخية,يا إلهي إنه مبلل و  وضعت هاتفي فوقه
يا الله هذا مبلول و أنا حاطة تليفوني عليه,منذ أيام ، كلمتني فريال زردازي  عن الاستاذ بن سبع
من كذا يوم كانت فريال زردازي بتحكيلي عن الاستاذ بن سبع,منذ أيام ، كلمتني فريال زردازي  عن الاستاذ بن سبع
فهو عين أنيس مشرف عليها,فهو عين أنيس مشرفا عليها
و أنيس ساكن في ساكا,و أنيس يقطن في ساكا؟
قالتلي بتعرفي ايش بيسمينا,قالت لي هل تعلمين بما  ينعتنا؟
بينعتنا بالبدائيين,ينعتنا بالبدائيين
بينعتنا بالبدائيين,يا إلهي لماذا؟
يا إلهي ليش,يحب أن يمزح
بيحب انه يمزح,فهو في الأصل يهوى المزاح
مهو أصلا غاوي المزح,حتى صباح قالت لي أن الأستاذ الذي أشرف عليها العام الماضي كان يقول لها توقفي عن تقليد سكان عنابة، من البسباس و ستظلين من البسباس
حتى صباح قالتلي انه الأستاذ اللي أشرف عليها السنة اللي فاتت كان يقولها بطلي تقليد سكان عنابة من البسباس و راح تظلي من البسباس,حتى صباح قالت لي أن الأستاذ الذي أشرف عليها العام الماضي كان يقول لها توقفي عن تقليد سكان عنابة، من البسباس و ستظلين من البسباس
أعتقد انه الخبز بلا ملح,أعتقد أن االخبز بلا ملح
لا ما أعتقدش هيك,لا أعتقد ذلك
و هي للكوكاكولا كمان خلطة سرية لتحضير مشروباتها,و هل للكوكاكولا كذلك خلطة سرية لتحضير مشروباتها؟
و هو الموضوع في شك,و هل في الأمر شك
و هو الموضوع في شك,أتعلمين ماذا فعلت البارحة سمعتهم يتحدثون عن الكلاسيكو فقلت لأسامة هل هذا الكلاسيكو جديد
بتعرفي ايش عملت امبارح سمعتهم بيحكوا عن الكلاسيكو فقلت لأسامة هو هذا الكلاسيكو جديد,قال لي كل عام هناك كلاسيكو جديد
قالي كل سنة في كلاسيكو جديد,قلت له لماذا يشكل فريقا جديدا كل عام
قلتله ليش بيشكل فريق جديد كل سنة,لا الكلاسيكو مباراة بين الريال و برشلونة
لا الكلاسيكو مباراة بين الريال و برشلونة,لا الكلاسيكو مباراة بين الريال و برشلونة
شو هالفضيحة,يا للفضيحة
تصوري لو اني رحت بكرة و قلتلهم في الباص هو ربح هذا الكلاسيكو,تصوري لو أني ذهبت غدا و قلت لهم في الحافلة هل ربح هذا الكلاسيكو
حيتمسخروا عليا طول السنة,سيهزأون بي طيلة العام
هو عبارة عن مقابلة تقليدية,هو عبارة عن مقابلة تقليدية
هو عبارة عن مقابلة تقليدية,ما بك يا سارة هذه حتى أنا أعرفها
ايش مالك يا سارة هذه حتى أنا بعرفها,لا أعرفها أبدا
ما بعرفهاش بالمرة,كنت أعتقد أنه فريق
كنت بفكره انه فريق,ربحت برشلونة بثلاثة لواحد
ربحت برشلونة بثلاثة لواحد,ربحت برشلونة بثلاثة لواحد
سارة أعطيني إياها جبتها هلقيت بس,سارة أعطيني إياها أحضرتها الآن فقط
